OBJECTID,PARK_CAT,TMK,PARK_TYPE,PARK_NAME,MAIN_DIST,LINK_ID,NAME,LEGAL_ACRES,DEDICATED,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,ShapeSTArea,ShapeSTLength
205,1,17007001,Botanical Garden,Foster Botanical Garden,2,39,Foster Botanical Garden,13.55000019,,{817CB4FB-5C4A-4038-A0B8-61164CCD8308},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,590059.336982727,3321.10404272027
206,1,75027002,Neighborhood Park,Iliahi Neighborhood Park,3,169,Iliahi Neighborhood Park,3.11999989,,{97232721-35E9-4BC9-A873-86BCFC851F17},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,135967.165435791,1570.7246750226
207,1,75012065,UrbanPark,Alahula Square,3,52,Alahula Square,0.28,,{CE8E4685-F7D8-4E4E-B9EF-43E71E9D9094},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,12062.9448547363,491.992926227533
208,1,39012005,Nature Park/Reserve,Hanauma Bay Nature Preserve,1,34,Hanauma Bay Nature Preserve,50,,{31112F5E-5F2C-4F79-9C6C-344B6052220F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,19844874.521656,28223.5502153137
209,1,,Neighborhood Park,Kupuohi Neighborhood Park,3,407,Kupuohi Neighborhood Park,9.05000019,,{157C3593-44AA-4432-BB87-11A7ECA11054},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,397012.442489624,2789.06236871851
210,1,99006020,Neighborhood Park,Napuanani Neighborhood Park,2,107,Napuanani Neighborhood Park,4.42999983,,{7E33A4F4-0EB9-4F80-B1A5-3DE9F2F645E5},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,194208.165481567,1760.78139289968
211,1,,Beach ROW,South Kalaheo at Kuuniu Street,4,390,South Kalaheo at Kuuniu Street,0.19,,{62D7E07A-38C7-494F-9D84-94B440B33A27},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,8306.80447387695,1061.51036983667
212,1,17026,Mall,River Street/Sun Yet Sen Mall,2,364,River Street/Sun Yet Sen Mall,1.20000005,,{D0F4942C-1F04-413F-B355-7916955B5526},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,61876.4666519165,2542.34326847619
213,1,43011074,Beach Park,Kailua Beach Park,4,18,Kailua Beach Park,35.20000076,,{03EB5DEE-A523-4226-A433-EACA20E71176},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1654443.39328003,14090.3529577278
214,1,31036007,Beach Park,Makalei Beach Park,1,222,Makalei Beach Park,0.70999998,,{4524DE0D-BC0D-4689-8FCB-15D2DEF4DE95},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,31753.7592048645,836.993347921989
215,1,31036001,Beach Park,Leahi Beach Park,1,291,Leahi Beach Park,1.27999997,,{AB88C2A8-86BE-4A46-91CC-B603F596D2FB},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,56033.7830238342,967.729694536746
216,1,31042004,Beach Park,Diamond Head Beach Park,1,5,Diamond Head Beach Park,1.16999996,,{938835A7-F0AA-4ED6-B45C-315FCC9783A1},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,45454.0006904602,1233.43052466761
217,1,31042002,Beach Park,Kuilei Cliffs Beach Park,1,96,Kuilei Cliffs Beach Park,10.60999966,,{045A3DA8-E869-40E0-A19E-84974452B4D7},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,439282.907718658,4950.40184552601
218,1,31041026,Beach ROW,Kaikoo Place,1,313,Kaikoo Place,0.03,,{F5832AB9-6D0C-47FF-8B5A-EADC4BA086C0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1393.01914978027,297.3785762057
219,1,94137138,Neighborhood Park,Kunia Neighborhood Park,3,367,Kunia Neighborhood Park,5.53000021,,{BDEF9C78-B86B-47A1-941A-4603C750573C},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,243061.327735901,2092.4468962699
220,1,98041021,Neighborhood Park,Kaonohi Neighborhood Park,3,231,Kaonohi Neighborhood Park,4.30000019,,{58141A14-1FB2-45A5-80FF-9E9AA3F673DB},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,185876.808181763,2020.22482452862
221,1,98059006,Mini Park,Waiau Gardens Mini Park,3,322,Waiau Gardens Mini Park,2.3499999,,{C92E6024-135C-424D-B536-7C8C3441A25C},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,102287.807388306,1205.13590963083
222,1,15025002,District Park,Kalakaua District Park,2,29,Kalakaua District Park,7.76999998,,{DC792E09-CAED-4DE0-A015-BF4EE431043D},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,338662.40196228,2851.38022452208
223,1,17042002,District Park,Lanakila District Park,2,45,Lanakila District Park,5.53999996,,{6ECB2113-AC04-47AF-B375-F0FFAC096E45},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,241321.528800964,2883.83403864694
224,1,41003016,Beach Park,Kaiona Beach Park,4,44,Kaiona Beach Park,4.32999992,,{5F25A87A-C4DF-4FE8-A36D-979F778F4E4F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,187570.868408203,3148.94286307243
225,1,17037041,Neighborhood Park,Kunawai Neighborhood Park,2,59,Kunawai Neighborhood Park,0.95999998,,{401FE4E4-E757-419A-B8D1-9FC932784CFF},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,32236.5612945557,736.632853993983
226,1,17026017,Mall,Kila Kalikimaka Mall,2,265,Kila Kalikimaka Mall,0.16,,{6079B514-1862-4FE8-AF79-367CABE48575},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,6520.43621826172,710.184761483883
227,1,91001010,Community Park,Ewa Beach Community Park,3,181,Ewa Beach Community Park,13.25,,{37BF60BD-D0D6-4A7F-981C-0F60420283D5},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,577834.077827454,3253.04879442797
228,1,17027002,UrbanPark,Aala Park,2,3,Aala Park,6.69000006,,{35236B8E-2713-4B71-916C-237DE16E52AD},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,288154.800010681,2351.94586134005
229,1,21005001,Neighborhood Park,Kamamalu Neighborhood Park,2,140,Kamamalu Neighborhood Park,5.26999998,,{3DDA4EDC-870D-4650-BC49-D75BA7D6ABB5},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,198886.15171814,2493.29280250894
230,1,17003099,Community Park,Pauahi Recreation Center,2,337,Pauahi Recreation Center,0.07,,{AD5586AD-D5E6-49C3-A021-1610BF0DBD9E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2981.64498138428,238.249925423259
231,1,,Community Park,Kahaluu Community Park,4,120,Kahaluu Community Park,5.63000011,,{14BC50FC-8302-4DCB-931B-8A2A0927F612},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,245095.938980103,2503.12590411754
232,1,87005005,Beach Park,Ulehawa Beach Park,3,196,Ulehawa Beach Park,57.65000153,,{EB13FA1C-0F9E-46B1-89A9-AB50213993EB},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2489211.35939026,31865.8320315945
233,1,94095140,Neighborhood Park,Waipahu Uka Neighborhood Park,3,328,Waipahu Uka Neighborhood Park,4,,{C61EE197-52C3-4FB4-A5AA-E583231BC032},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,174491.613899231,1699.58982101952
234,1,43007062,Beach ROW,Mokulua Drive C,4,226,Mokulua Drive C,0.07,,{AEEFB201-A24B-418E-BF4E-F3E16A1F8AF4},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3027.71125793457,479.664276067908
235,1,94107099,Community Park,Hoaeae Community Park,3,325,Hoaeae Community Park,10.10000038,,{ADAEC9A6-F3D5-40D1-A60C-2456288C128C},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,437260.787757874,2860.73172338813
236,1,94002021,Neighborhood Park,Hans Lorange Neighborhood Park,5,182,Hans Lorange Neighborhood Park,6.92999983,,{398DA7A2-8342-4513-8CAF-D5092EEEC208},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,300930.794006348,2322.60432167638
237,1,98013029,Community Park,Pearl Ridge Community Park,3,267,Pearl Ridge Community Park,9.11999989,,{A4EABA40-FB30-4B37-BAEC-178FB08E21BF},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,395886.600212097,2533.52443266206
238,1,43005087,Beach ROW,Mokulua Drive B,4,225,Mokulua Drive B,0.08,,{A88804C8-0462-4E26-B774-7533E0CB3ED8},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3807.05123901367,554.340706270534
239,1,85002049,District Park,Waianae District Park,3,331,Waianae District Park,23.9,,{F7973EAA-0DC9-499F-A548-9945FDE720CA},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1039955.45651245,6457.24296166883
240,1,17026008,Community Park,Beretania Community Park,2,199,Beretania Community Park,5.36000013,,{AF70736E-6BF2-40C8-B1D7-199BAF681148},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,231718.816947937,1981.88687591613
241,1,98007008,Beach Park,Neal S Blaisdell Park,3,150,Neal S Blaisdell Park,25.88999939,,{0DDE9174-8143-44B0-BBB6-8B7138A4587F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1123045.88947296,7221.42667475144
242,1,42002037,Community Park,Enchanted Lake Community Park,4,157,Enchanted Lake Community Park,5.78000021,,{839B8D7E-DB70-4883-91FA-F35638FB56EE},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,254274.765579224,2547.07719668871
243,1,99005015,District Park,Aiea District Park,2,95,Aiea District Park,8.81999969,,{6DDF5E92-EE7B-41FA-BBF8-6B7DEBEF4F3C},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,403626.654891968,3807.64020069892
244,1,59020,Beach ROW,Ke Nui Road F,4,219,Ke Nui Road F,0.06,,{4E094951-EA23-428D-AA81-D09B069D3079},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2980.25540161133,324.041488743028
245,1,,Neighborhood Park,Palailai Neighborhood Park,3,90,Palailai Neighborhood Park,5,,{E42C6170-C938-41E3-A7E3-A4E8F064BC56},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,235428.591560364,2111.64904811115
246,1,94005041,District Park,Mililani Mauka District Park,3,284,Mililani Mauka District Park,21.22999954,,{9D8FBAB5-159D-4BC5-8184-1468AD9B6397},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,700244.433334351,3894.31211034818
247,1,92003026,Beach Park,Tracks Beach Park,3,354,Tracks Beach Park,14.30000019,,{E75FF336-91F1-4DF2-A9D5-C6B1EE67AB22},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,867705.363128662,9570.90524731634
248,1,91017060,Golf Course,West Loch Golf Course,3,361,West Loch Golf Course,187,,{B00A2967-41A4-46EA-A5D2-F8648436A622},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,8359563.842453,29429.8876518338
249,1,83001001,Beach Park,Keaau Beach Park,3,88,Keaau Beach Park,38.04999924,,{98447AAF-580F-40DF-93D7-0240E0A0AFA7},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2141076.61247253,18133.7142592617
250,1,91074039,Beach ROW,Kaiholo St,3,481,Kaiholo St,6.92999983,,{2A62EF1C-7483-4CC8-A7DB-A0DD55EAD0DC},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,301890.937034607,4586.90594489831
251,1,44039059,Beach ROW,Milokai Place,4,326,Milokai Place,0.03,,{72360B01-63CF-46A6-BDB0-D0BEFEFF66D2},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1306.54586791992,264.55834332252
252,1,44039060,Beach ROW,Kaimalino Street,4,327,Kaimalino Street,0.05,,{702CC015-C8DF-4763-9342-4DA02E0FE7AF},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2134.06491088867,411.65036454784
253,1,,Beach ROW,Banzai Rock,4,402,Banzai Rock,0.30000001,,{FFA54F73-F204-4B6E-85A2-66B6BC276180},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,13329.788482666,804.415114764691
254,4,,Beach Park,Uppers Surfing Support Park (undevel),4,270,Uppers Surfing Support Park (undevel),0.69999999,,{2AC7CF5E-75E5-4053-9292-A728E05E4460},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,30719.2419433594,1274.05974742144
255,1,39013034,Beach ROW,Lumahai Street,1,283,Lumahai Street,0.07,,{AACB531A-440F-4090-A335-7EA9F6499103},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2871.91368103027,499.557521386568
256,1,26005006,Beach Park,Duke Paoa Kahanamoku Beach Park,1,179,Duke Paoa Kahanamoku Beach Park,0.43000001,,{4740D461-DE79-4C57-8294-AA090FAEF21F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,9569.89240264893,454.011325945067
257,1,68002001,Beach Park,Mokuleia Beach Park,3,24,Mokuleia Beach Park,38.49000168,,{C36D5F5E-3E40-4982-A420-4B8034EAC344},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1729066.64480591,9201.53091391614
258,1,24001001,UrbanPark,Thomas Square,2,1,Thomas Square,6.42000008,,{35B58D04-74E8-4F57-B9F5-AB7F14A8FCA2},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,265779.372184753,2061.23469310234
259,3,94008023,Beach Park,Middle Loch Park (future),3,488,Middle Loch Park (future),18.942,,{D20FAD16-1C89-4C7C-BA5B-27ED7364CD6F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,821076.156448364,6716.23035827142
260,1,21003015,UrbanPark,Dr. Sun Yat-Sen Memorial Park,2,369,Dr. Sun Yat-Sen Memorial Park,0.40000001,,{A5F2C006-9DFE-482B-B0BB-90B85216BEC9},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,17130.167098999,536.89096514873
261,1,93002009,Golf Course,Ted Makalena Golf Course,3,168,Ted Makalena Golf Course,150.75999451,,{DA13A5E6-A4D9-43B2-A05A-278F9E2313F6},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,6485806.65894318,11679.1601932361
262,1,93002001,Regional Park,Waipio Peninsula Soccer Park,5,289,Waipio Peninsula Soccer Park,233.83999634,,{C0F8CB0C-24C0-498B-B10F-9DB7687F7ABA},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,10178917.0557938,14810.7565000644
263,1,,Miscellaneous,Barbers Point Campgrounds,3,484,Barbers Point Campgrounds,57.84999847,,{0E00E987-848C-47AF-A52A-152238DE8285},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2520026.83137512,7245.7650875401
264,1,98008007,Neighborhood Park,Waimalu Neighborhood Park,3,136,Waimalu Neighborhood Park,2.1400001,,{7AB3AB8F-59D7-412A-89BD-4E808C66DC29},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,144188.952011108,1593.78177113482
265,1,43083069,Beach ROW,North Kalaheo Ave at Kawainui Canal,4,176,North Kalaheo Ave at Kawainui Canal,0.28999999,,{E2299381-6867-432A-8427-A3DE29C7A8F0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,13207.7323150635,1865.67930305313
266,1,21049027,Mini Park,Kawaiahao Mini Park,2,386,Kawaiahao Mini Park,0.2,,{58B9BE07-E0EF-4112-B300-41B097197C5D},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,8908.93126678467,371.578507209212
267,1,41014005,Beach Park,Makapuu Beach Park,4,41,Makapuu Beach Park,46.88000107,,{339F8E87-1B4C-40D3-8EFB-DC5A80AAA8C9},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1818235.29605865,14478.825932661
268,1,17031,Mall,Banyan Court Mall,2,309,Banyan Court Mall,0.27000001,,{8551975C-C93A-4723-9E87-22AB44283B50},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,11534.9148788452,576.367594385918
269,1,24033013,Community Park,Stevenson Recreation Center,2,258,Stevenson Recreation Center,0.5,,{893E1F0C-6B82-4088-9FB5-70AC92501187},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,331256.327606201,2748.65169592338
270,1,41006088,Beach Park,Waimanalo Beach Park,4,43,Waimanalo Beach Park,37.56000137,,{86EAA12B-1C06-43C5-BA74-B3517218D15C},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1611379.25224304,16678.010495381
271,1,54001050,Community Park,Hauula Community Park,4,143,Hauula Community Park,10.39000034,,{9545974B-1B8D-44B6-9D01-19700F38F2E2},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,415097.134262085,4045.25911189814
272,1,27036002,Golf Course,Ala Wai Golf Course,1,119,Ala Wai Golf Course,145.61999512,,{B4347F8A-1F68-4235-A8C8-1D01E3E8CF08},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,6348399.75832748,11554.9120672413
273,4,48014004,Nature Park/Reserve,Waikane Valley Nature Park (undeveloped),4,400,Waikane Valley Nature Park (undeveloped),503,,{B740E57A-20FB-4622-9950-30D7F4A146CB},gmasaki,2014-07-24T10:02:47.000Z,gmasaki,2014-07-24T10:03:43.000Z,25949959.4025574,41710.7321945512
274,1,29003006,UrbanPark,Kamanele Square,1,14,Kamanele Square,2.04999995,,{1D02D534-8790-4363-8DD1-0A251739D084},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,89134.1373901367,1250.74647977622
275,1,27036005,Community Park,Ala Wai Community Park,1,49,Ala Wai Community Park,13.97999954,,{599CD511-70B7-48C3-A650-0152BDDB926B},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,653559.048675537,3736.80251917845
276,1,,District Park,Ewa Mahiko District Park,3,113,Ewa Mahiko District Park,27.05999947,,{15E83447-5052-4289-9878-C1AB2C0EE085},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1178981.92346191,5234.64552315443
277,1,14017027,Land Slippage Area,Kupehau Slopes,2,104,Kupehau Slopes,6.86000013,,{C264B977-7E2F-4CB5-AE26-6F60D6A9BB89},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,296728.067016602,3215.01748848057
278,1,62003022,Regional Park,Haleiwa Regional Park,4,192,Haleiwa Regional Park,3.4000001,,{472D794C-6F4C-4FAB-8CE4-25AAF783D563},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,148505.211929321,2390.87648772252
279,3,,Beach Park,Oneula Beach Expansion (future),3,9068,Oneula Beach Expansion (future),10.43999958,,{3902C8CD-D53C-40FF-89EE-8C5E99CEFBF4},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,454785.892852783,3801.22878561951
280,1,91030017,Beach ROW,Pupu Place,3,205,Pupu Place,0.005,,{1CCE1845-63EC-4141-9AE5-64E0F21D3474},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,497.645401000977,113.240651653864
281,1,91030004,Beach ROW,Pupu St,3,468,Pupu St,0.0313,,{BF328505-88C5-4240-BFCD-EB789A61B664},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1435.04831695557,291.145212544676
282,1,41015001,Beach Park,Bellows Field Beach Park,4,155,Bellows Field Beach Park,54.200001,,{78156F25-2E8A-4F1A-9093-0DA019C7ECFB},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2419855.07271576,11782.9570467762
283,1,28029011,Community Park,Kanewai Community Park,1,71,Kanewai Community Park,9.34000015,,{76698454-3D2D-4568-BB9E-AFF7AD29C8B6},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,408409.446052551,2824.62055511605
284,1,,Nature Park/Reserve,Heeia Kea Valley Nature Park (undevel),4,409,Heeia Kea Valley Nature Park (undevel),219.00999451,,{890F138B-4E9D-4FFF-AED4-CB3C0DE793FE},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,9540084.11468506,13843.2603741253
285,4,,Nature Park/Reserve,Heeia Kea Valley Nature Park (undevel),4,409,Heeia Kea Valley Nature Park (undevel),219.00999451,,{D21738C1-ED08-494E-A391-F1A87297979C},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,9540084.11468506,13843.2603741253
286,1,41009264,District Park,Waimanalo District Park,4,323,Waimanalo District Park,25.30999947,,{7A4F21B7-3971-4DB6-8F26-A52A398A33CD},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1102438.90882874,4165.51364157348
287,1,54010005,Beach Park,Hauula Beach Remnant,4,65,Hauula Beach Remnant,0.01,,{57BD3436-1675-4340-B317-C03B315E26E4},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,574.892059326172,123.297876467431
288,1,33044023,Mini Park,Pukele Avenue Mini Park,1,64,Pukele Avenue Mini Park,0.60000002,,{11D66A35-7E22-4B3A-99C3-9537E064966E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,25374.6729049683,731.078685426688
289,1,59003,Beach ROW,Ke Iki Road A,4,213,Ke Iki Road A,0.1,,{D005CF50-D9DA-441C-A80C-6DFCFD43F539},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3885.22348022461,400.452482550506
290,4,57005013,Beach Park,Waialee Beach Park (undeveloped),4,359,Waialee Beach Park (undeveloped),25.64999962,,{DAF325F7-E409-4E58-9C81-B6BC0AC647B5},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1350596.56817627,15097.9684926064
291,1,,Community Park,Paki Community Park,1,12,Paki Community Park,2.20000005,,{E86AB9FA-F1B0-4092-B30B-C8CA1F39C4E5},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,163527.441482544,2032.86515054712
292,1,16023001,Mini Park,Peter Buck Mini Park,2,276,Peter Buck Mini Park,1.23000002,,{1E59FA7E-CB0C-45D7-9084-A7A1A541DC0E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,54730.9430541992,1216.25871564246
293,1,,Community Park,Mililani Mauka Community Park,3,62,Mililani Mauka Community Park,12.84000015,,{18362039-3035-45EB-BBC8-7516334525D9},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,559328.039154053,3043.31939341807
294,1,23034033,UrbanPark,Ala Wai Promenade,2,50,Ala Wai Promenade,4.42999983,,{C329FE81-9187-41F0-9AEE-B1629E6949E0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,178453.961601257,5312.06648568863
295,1,91023,Beach ROW,Ewa Beach Road J,3,349,Ewa Beach Road J,0.03,,{45DB903C-A84B-4734-B558-771808BBE87D},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1635.32642364502,482.774095346645
296,1,91023,Beach ROW,Ewa Beach Road L,3,351,Ewa Beach Road L,0.03,,{3C2EADDB-3311-4C0F-88AA-307992DE20EA},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1527.15539550781,509.053696688469
297,1,91023,Beach ROW,Ewa Beach Road H,3,347,Ewa Beach Road H,0.03,,{2E204005-A8C1-4D34-A9F7-8E614A212B86},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1426.84456634521,515.057525821781
298,1,13035001,Community Park,Kalihi Uka Community Park,2,9,Kalihi Uka Community Park,1.02999997,,{2863E23A-7988-46C2-8971-D3F8D2D9F227},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,52527.4652252197,905.448444168678
299,1,,Zoo,Honolulu Zoo,1,10,Honolulu Zoo,41.95999908,,{032F40EB-8824-4B6E-9AD3-7C19372B9062},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1922281.88762283,6082.83515170856
300,1,91024,Beach ROW,Ewa Beach Road F,3,345,Ewa Beach Road F,0.03,,{1DB77991-852E-4FD9-B6A3-4966FC541FF2},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1183.14444732666,528.460596751726
301,1,91024,Beach ROW,Ewa Beach Road G,3,346,Ewa Beach Road G,0.03,,{9776A47A-5025-462C-8C8F-BA6B6A2E6661},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1479.55596160889,505.836572286839
302,1,35022023,Beach Park,Wailupe Beach Park,1,139,Wailupe Beach Park,1.19000006,,{6DFF0BCB-0E1D-4B84-AB42-2D27D6DFE3BA},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,47375.133190155,969.545964628847
303,1,91023,Beach ROW,Ewa Beach Road K,3,350,Ewa Beach Road K,0.03,,{C62F6F11-AE3C-4E1A-B959-87E4072686E0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1714.60914611816,514.356949560235
304,1,91024,Beach ROW,Ewa Beach Road D,3,343,Ewa Beach Road D,0.03,,{78C2CF8E-B00E-4E53-A640-DD5A048F1C6D},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1598.0563583374,544.539673256386
