OBJECTID,PARK_CAT,TMK,PARK_TYPE,PARK_NAME,MAIN_DIST,LINK_ID,NAME,LEGAL_ACRES,DEDICATED,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,ShapeSTArea,ShapeSTLength
1,3,91016131,Neighborhood Park,Kapolei Green Neighborhood Park,3,468,Kapolei Green Neighborhood Park,5.62,,{92074138-A343-4C02-840A-94D78D652009},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,244702.40574646,1981.05058216325
2,1,91015018,Community Park,Kamokila Community Park,3,310,Kamokila Community Park,5.88999987,,{0CB0716C-B9A4-44DA-B492-35E66BE50CED},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,260209.21673584,2242.21554180726
3,1,,Botanical Garden,Wahiawa Botanical Garden,3,288,Wahiawa Botanical Garden,26.52000046,,{C99F860A-A394-4924-81CB-7056DD719CAD},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1155332.16693115,9161.5958641513
4,1,74008002,District Park,George Fred Wright Wahiawa District Park,3,75,George Fred Wright Wahiawa District Park,10.01000023,,{2D3B3AB2-D881-4C91-88D6-F15541F71316},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,392086.268753052,3775.88732928594
5,1,73019013,Neighborhood Park,Kaala Neighborhood Park,3,123,Kaala Neighborhood Park,2.16000009,,{1D6EAA85-BB72-4BA3-BD0B-81C5C4A1E155},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,95197.1863555908,1247.73819954116
6,1,84010017,Beach ROW,Makau Street B,3,206,Makau Street B,0.02,,{C5DAAA9F-D440-4D77-999C-D3681E8513D3},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,951.070587158203,361.467597625032
7,4,48002008,Beach Park,Waiahole Beach Park (undeveloped),4,101,Waiahole Beach Park (undeveloped),14.86999989,,{40152AA1-D1AE-403E-A3EE-BB505F5A4108},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,877596.48727417,8432.99375266458
8,4,47006010,Nature Park/Reserve,Waihee Valley Nature Park (undeveloped),4,358,Waihee Valley Nature Park (undeveloped),149.55000305,,{B3BAEDD1-DC37-4A0D-A984-D2ECBCFCF38A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,6494333.9181366,13924.9489473869
9,3,,Neighborhood Park,Kahua O Waikalua NP (future),5,76,Kahua O Waikalua NP (future),15.64999962,,{E97043B6-D241-4DF9-A4E2-2134E7C239ED},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,681741.732849121,3384.04636918643
10,1,53009044,Beach ROW,Kaluanui on Kam Hwy A,4,468,Kaluanui on Kam Hwy A,0.20999999,,{FC2DEE74-9969-442B-9D58-864FE26F287F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,20396.3485717773,1464.00953217556
11,1,53009046,Beach ROW,Kaluanui on Kam Hwy B,4,469,Kaluanui on Kam Hwy B,0.13,,{E794BE46-DE02-4841-8278-FFAB4D77C676},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,5895.76759338379,458.019026156432
12,4,47014018,Beach ROW,Kaalaea (undeveloped),4,470,Kaalaea (undeveloped),0.44,,{59F02439-FFFC-4F96-AE89-3723FA2DEFE9},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,19118.4139862061,829.37480181859
13,1,84009017,Beach ROW,Makau Street A,3,178,Makau Street A,0.02,,{6C3213AD-4272-4883-9094-A8086E0F260E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1139.50813293457,372.77680199078
14,1,84007012,Beach ROW,Upena Street,3,149,Upena Street,0.01,,{90DC76B4-3F60-4A39-A4EC-3C320E89A064},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1006.03884887695,348.465437906389
15,1,84005012,Beach ROW,Moua Street,3,148,Moua Street,0.02,,{EFF3CE58-A40D-405C-88C0-700C53670FB9},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1132.71514892578,384.620086956059
16,1,95012031,Neighborhood Park,Melemanu Neighborhood Park,3,266,Melemanu Neighborhood Park,4.03999996,,{37C2F590-8BCA-4928-81D2-19A08EB84A2E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,178297.771606445,1675.04646463841
17,1,95001068,Neighborhood Park,Kaomaaiku Neighborhood Park,3,366,Kaomaaiku Neighborhood Park,12.38000011,,{4C3582C6-9A04-4EAD-9A71-FB73EF43C822},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,534797.386642456,3138.11949265068
18,1,45035001,Golf Course,Pali Golf Course,4,99,Pali Golf Course,215.88000488,,{E826AE47-F51D-4834-A0F3-CE434E461545},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,9404354.95418549,16079.9381112644
19,1,,Beach ROW,Alaihi St,4,477,Alaihi St,0.005,,{96372837-EBD6-4B80-80A7-7E09EAB0B25E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1930.68101501465,329.320432168507
20,1,,Beach ROW,Puuone St,4,478,Puuone St,0.005,,{E7589C92-3897-4FC7-92FC-CD6EE3E9AEA2},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1448.43814086914,321.793470944952
21,1,,Beach ROW,Wailea St,4,479,Wailea St,0.005,,{D0EC80F4-DFAE-4027-B0A7-2D099EAF6279},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1359.69345855713,320.505302710262
22,1,99044032,Mini Park,Ieie Mini Park,2,111,Ieie Mini Park,0.11,,{FD10A230-0B7A-4D78-97BF-E4FF06BF1948},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,5009.78643035889,349.721095122459
23,1,42043002,Neighborhood Park,Maunawili Neighborhood Park,4,132,Maunawili Neighborhood Park,4.21000004,,{8D6CDDA8-F4DE-4AB0-A5D3-33F12E490EAD},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,178122.736297607,1924.71949940872
24,1,42092001,Neighborhood Park,Keolu Hills Neighborhood Park,4,172,Keolu Hills Neighborhood Park,6.34000015,,{E40BC503-2E86-4ECA-9CF6-8297819E7BC8},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,278665.829521179,2681.53398097093
25,4,58003039,Beach Park,Sunset Point Beach Park (undeveloped),4,381,Sunset Point Beach Park (undeveloped),0.93000001,,{905DBD8C-2804-4532-A892-618199D95419},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,41986.2288818359,984.409815642194
26,1,,Community Park,Manana Community Park and Youth Facility,3,38,Manana Community Park and Youth Facility,8,,{543A9448-B1A0-47B3-ADA2-BD50348DB946},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,611243.505935669,3069.33479643499
27,1,,Golf Course,Ala Wai Golf Course Driving Range,1,459,Ala Wai Golf Course Driving Range,7,,{C76D0336-60FE-4DFC-91F9-55F8CFF01F8C},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,305144.987609863,2290.26851488479
28,1,,Golf Course,Ala Wai Golf Course Club House,1,460,Ala Wai Golf Course Club House,0.89999998,,{57986BDC-020D-4AC7-AAC3-264F1A3764EA},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,39639.2219238281,1040.26915242175
29,1,95022001,Neighborhood Park,Mililani Neighborhood Park,3,232,Mililani Neighborhood Park,5,,{52B554A3-66EA-462A-8C0A-E5300A947B65},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,220967.66178894,1990.20819719214
30,1,21009027,Mini Park,Kamalii Mini Park,2,170,Kamalii Mini Park,0.68000001,,{FBB06EEF-8795-4305-94FA-8B714DD57072},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,31242.5617294312,963.417160386119
31,1,21010025,Mini Park,Fort Street Mall Mini Park,2,53,Fort Street Mall Mini Park,0.16,,{76287D9F-527C-4C7C-9CED-3D57056BE46E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,6759.45432281494,361.528506500216
32,1,21010,Mall,Union Street Mall,2,188,Union Street Mall,0.36000001,,{FBD0323E-D2D9-4C26-B147-20ACADD3BC6F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,16410.3779373169,914.61535353219
33,1,91025061,Beach ROW,Oneula Place,3,146,Oneula Place,0.03,,{207EAC9C-BD70-4A0F-94E5-D4A1F1CD082C},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1442.55574798584,494.823539601388
34,1,25020001,Mini Park,Archie Baker Mini Park,2,286,Archie Baker Mini Park,1.25999999,,{3B998880-2714-4054-AA3A-DBBAF32B9182},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,92266.3143234253,1637.214059879
35,1,21038007,Community Park,Dole Community Park,2,11,Dole Community Park,4.57999992,,{84C42B06-7EBD-4A6A-B814-A32A4EA96068},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,201441.170204163,1832.64928597662
36,1,21012003,Mini Park,Robert W. Wilcox Mini Park,2,335,Robert W. Wilcox Mini Park,0.31999999,,{7DDC69F0-C543-474B-8659-57CA6A0E9149},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,13979.550819397,515.377976398859
37,1,24023054,Mini Park,Makiki Street Mini Park,2,264,Makiki Street Mini Park,0.15000001,,{534403C1-5ED9-42DD-A57C-5CFE6453BE80},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,8151.51914978027,371.991506351706
38,1,39049028,Neighborhood Park,Hahaione Valley Neighborhood Park,1,256,Hahaione Valley Neighborhood Park,6.15999985,,{8708DBD7-DA3E-4ABC-8207-D6293E7A5E12},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,271335.228355408,2263.05782357706
39,1,24020056,Mini Park,Piikoi Street Mini Park,2,233,Piikoi Street Mini Park,0.11,,{56FA6FF4-BE4F-4C75-9290-DE9F6BB2C878},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,5144.55717468262,306.550380098602
40,1,24008001,UrbanPark,Punahou Square,2,37,Punahou Square,0.52999997,,{F7922AB9-5753-4E1A-95F1-380B8D9FAA3A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,29668.1827011108,693.034414386833
41,1,24022001,District Park,Makiki District Park,2,268,Makiki District Park,8.69999981,,{0C84FD35-B20B-4588-9EA0-6ABC29DB7BA0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,379368.730133057,3019.22062130009
42,1,24010015,Neighborhood Park,Cartwright Neighborhood Park,2,8,Cartwright Neighborhood Park,2.36999989,,{F48125C7-57BD-48E1-9361-0C8AA807DEBA},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,102357.458152771,1280.50915240291
43,1,39092039,Community Park,Kalama Valley Community Park,1,279,Kalama Valley Community Park,6,,{AB531506-1C70-4CF6-B2B3-D962803B443E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,263020.421981812,2122.10212616231
44,1,85032039,Neighborhood Park,Kaupuni Neighborhood Park,3,330,Kaupuni Neighborhood Park,7.51000023,,{0CCB0C35-6A27-4A0D-8659-F40031FF6950},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,327884.031570435,2529.59453072263
45,1,95033093,Community Park,Makaunulau Community Park,3,352,Makaunulau Community Park,16.09000015,,{21237705-5B0E-463E-BF55-324A91AF2F37},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,711188.547088623,4147.66604797457
46,1,43003089,Beach ROW,Mokulua Drive A,4,224,Mokulua Drive A,0.08,,{3377D7A6-338A-449D-9273-872949A0DB75},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3677.52404022217,545.219681994298
47,1,94053119,Neighborhood Park,Honowai Neighborhood Park,3,184,Honowai Neighborhood Park,6.30999994,,{C949DEA5-C8A3-4ACC-9FDA-BB7ECD7632CA},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,275456.133552551,2219.73601081812
48,1,42031016,Mini Park,Pohakupu Mini Park,4,126,Pohakupu Mini Park,3.53999996,,{78E01C3B-0353-497C-ABC5-2CD44D213BEF},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,154063.71661377,1686.18899058602
49,1,94001029,Mini Park,Pupuole Street Mini Park,3,334,Pupuole Street Mini Park,7.92999983,,{702C1E47-DBEF-4297-B6A1-ED6AB1CF724A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,321636.401504517,3326.54546108518
50,1,68011042,Beach ROW,Au Street A,4,158,Au Street A,0.04,,{517398A9-BCAB-4C1C-9883-2C7D60A04FA3},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1552.28698730469,282.821099475672
51,1,68011038,Beach Park,Aweoweo Beach Park,4,368,Aweoweo Beach Park,1.42999995,,{7E40073C-65DC-457D-8DF4-1EA5C67D8C02},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,60659.120223999,1134.7689828218
52,1,39017021,Miscellaneous,Hawaii Kai Dog Park,1,9105,Hawaii Kai Dog Park,1.833703,,{A3118B5B-CA15-440F-A1F7-36A23D366741},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,79834.7008895874,1270.55162550359
53,1,89001002,Beach Park,Nanakuli Beach Park,3,21,Nanakuli Beach Park,39.63000107,,{C0C46BB8-8E56-43A1-96F9-025EC7D02816},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1581036.18618011,17985.0828202681
54,4,68003039,Beach Park,Makaleha Beach Park (undeveloped),4,376,Makaleha Beach Park (undeveloped),27.71999931,,{BD7BB941-42FF-4C1F-AE6E-3CE93C1DD58A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1204944.20431519,5702.62784949469
55,1,94005045,Neighborhood Park,Noholoa Neighborhood Park,3,277,Noholoa Neighborhood Park,7.26000023,,{E22D8ACB-1993-4508-977B-2A889E68D129},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,316119.466400146,2458.29132009324
56,1,45021001,Community Park,Kaneohe Community Park,4,47,Kaneohe Community Park,5.51000023,,{34C5A43E-81A3-40B3-B064-A546A6DD44EC},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,240317.031570435,1962.2711588278
57,1,44016020,Beach ROW,Kaneohe Bay Drive A,4,137,Kaneohe Bay Drive A,0.02,,{A2F31918-FE85-4FC2-BBA1-703DF8750DB9},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1005.16519165039,136.807039627357
58,1,34006003,District Park,Palolo Valley District Park,1,72,Palolo Valley District Park,11.39000034,,{2CB61F63-2492-46F0-8913-644DD916B837},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,503054.144569397,3528.20648543476
59,1,28013088,Mini Park,Wilder Avenue Mini Park,1,251,Wilder Avenue Mini Park,0.04,,{63607611-379B-42F3-9DC3-58C4F3F314DA},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2017.18283081055,173.041014494502
60,1,,Miscellaneous,Pointer Fields,3,483,Pointer Fields,5,,{4E7373CC-CB07-4111-AD9C-23EB70DA9D2C},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,225586.519340515,2165.08350212577
61,3,,Beach Park,Kahuku Point Beach Park (future),4,485,Kahuku Point Beach Park (future),37,N,{49FDE43F-B467-4AF1-B8BF-75CE92FC8703},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,64067.7698287964,1020.34195378368
62,1,27008002,UrbanPark,Old Stadium Park,1,373,Old Stadium Park,9.17000008,,{9D363290-1DB9-45C7-AB01-F3AF21C077E3},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,319457.210021973,2984.03150601244
63,1,27009,Community Garden,Isenberg Street Community Garden,1,257,Isenberg Street Community Garden,0.28,,{273AF826-30B1-483E-A397-DB1174841184},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,12242.0647125244,671.771617219628
64,1,,Community Park,Asing Community Park,3,408,Asing Community Park,23.55999947,,{23F2A21D-0AA4-409D-B738-6C6BAAE3CC53},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1026348.79498291,5442.60544656127
65,1,13001059,Community Park,Fern Community Park,2,70,Fern Community Park,2.1400001,,{FCD77EC2-EE0E-446C-A589-8417A7F39C31},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,93495.0539398193,1290.13765057093
66,1,18029053,Mini Park,Na Pueo Mini Park,2,308,Na Pueo Mini Park,3.13000011,,{0B054CFF-9173-4378-836A-3066423AEC18},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,74881.5882110596,1849.12857580413
67,1,68010012,Beach ROW,Hoomana Place ,4,404,Hoomana Place BROW,0.03,,{52A5014A-7C89-4C04-939C-90A49BA2A518},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1394.85485839844,288.735496394045
68,1,,Beach ROW,Alii Landing Shoreline Access,4,384,Alii Landing Shoreline Access,0.005,,{561DD882-953F-4347-930B-03FBD659E72A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1269.92895507812,274.906329256512
69,1,59001,Beach ROW,Oopuola Street,4,207,Oopuola Street,0.09,,{E2B6D1FB-0123-47B3-BCB9-6256DA2554B7},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3435.55902099609,411.223609537261
70,1,59001,Beach ROW,Kahauola Street,4,208,Kahauola Street,0.01,,{B62DEA30-F841-4C09-8429-D1F1AFFCFF2E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,679.896484375,106.851168652968
71,1,59001,Beach ROW,Huelo Street,4,209,Huelo Street,0.03,,{EF88D3B3-3077-4E8D-BB93-06AD98CC9C10},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1830.64074707031,223.288888685207
72,1,94092090,Neighborhood Park,Holanialii Neighborhood Park,3,315,Holanialii Neighborhood Park,4,,{B1CB7692-BD66-4BC1-BE8C-47AC520603E1},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,174403.001693726,1669.3588915664
73,1,94100060,Neighborhood Park,Kealohi Neighborhood Park,3,303,Kealohi Neighborhood Park,4.01999998,,{FEEB6D32-5710-4652-A5DE-67B9FD0B6718},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,177545.377853394,1726.50038741467
74,1,86001007,Beach Park,Lualualei Beach Park,3,22,Lualualei Beach Park,17.75,,{0A53F900-0701-4E87-A93B-4EC0EFB79EA5},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,452938.661026001,10440.3501827259
75,1,44003015,Community Park,Aikahi Community Park,4,121,Aikahi Community Park,4.01999998,,{9A27B433-CADE-4F43-B885-2C32E284A62B},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,175217.101669312,1982.90187848103
76,1,97093016,Community Park,Pacific Palisades Community Park,3,167,Pacific Palisades Community Park,8.42000008,,{4495C4C4-41A8-4991-B205-EB4ED6B80CBE},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,402133.751449585,4354.27177125388
77,1,87004042,Community Park,Maili Community Park,3,173,Maili Community Park,3.68000007,,{F86BD35E-5E2A-43FF-939D-2030CF0BBB57},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,159782.718078613,1641.90627252565
78,1,94115002,Neighborhood Park,Waipio Neighborhood Park,3,329,Waipio Neighborhood Park,12.30000019,,{3AAC438F-54E3-46DD-BCBC-1E2CD8FD82C0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,535069.616470337,3352.93606957131
79,1,44012067,Neighborhood Park,Keaalau Neighborhood Park,4,314,Keaalau Neighborhood Park,3.74000001,,{E3A61DEA-D745-4110-A6A7-5F735DE47194},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,156192.097457886,2097.20875840077
80,1,39038001,Neighborhood Park,Hahaione Neighborhood Park,1,142,Hahaione Neighborhood Park,4.09000015,,{97E75CAC-D307-4E96-849C-26F20EB60E68},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,214919.452476501,2260.70946278317
81,1,33052010,Neighborhood Park,Kalaepohaku Neighborhood Park,1,80,Kalaepohaku Neighborhood Park,1.33000004,,{E2F5934F-8D50-4EE5-A87D-5D45950E307A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,60167.8575134277,1087.85248523424
82,1,39014102,Community Park,Kamilo Iki Community Park,1,238,Kamilo Iki Community Park,18.46999931,,{F8AE9274-22EA-4352-8669-45BFD61CB96F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,804168.280784607,3878.34309091449
83,1,33029008,Community Park,Maunalani Community Park,1,81,Maunalani Community Park,3.5999999,,{D34863FA-AA5A-402D-994E-1B50DE1545F3},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,91505.53465271,1339.18964258544
84,1,38016081,Neighborhood Park,Kuliouou Neighborhood Park,1,324,Kuliouou Neighborhood Park,4.40999985,,{06942AE9-ADA2-4E5E-B43C-D84C8C865795},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,190856.318161011,2754.46093034086
85,1,36019011,Neighborhood Park,Wailupe Valley Neighborhood Park,1,118,Wailupe Valley Neighborhood Park,2.50999999,,{6BD68581-6B9F-404D-B18E-5F3CE843DF17},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,107199.416656494,1344.44462383176
86,1,95048049,Neighborhood Park,Michael S. Nakamura Neighborhood Park,3,370,Michael S. Nakamura Neighborhood Park,7.78999996,,{54657512-F1CC-4C7F-BACB-F72A8F4F0C37},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,336926.097869873,2553.23675025018
87,1,94005038,Neighborhood Park,Hokuahiahi Neighborhood Park,3,294,Hokuahiahi Neighborhood Park,4.01000023,,{D107C91D-8A8A-4DFE-85AD-029892EA08C0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,175083.518768311,1758.73923130747
88,1,94108049,Neighborhood Park,Kamaio Neighborhood Park,3,319,Kamaio Neighborhood Park,4.01000023,,{76C226D8-D434-43D1-96D1-5C69B051BE6A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,175742.587966919,1684.48761010793
89,1,94005041,District Park,Mililani District Park,3,284,Mililani District Park,21.22999954,,{11AF4208-C6C3-4A5A-B3B4-9A7BDF61047F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,924638.985412598,5161.44317516968
90,1,13024002,District Park,Kalihi Valley District Park,2,106,Kalihi Valley District Park,11.85000038,,{6D5FB457-BA0C-478B-BD62-3B232B695683},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,484642.483078003,3451.84613981087
91,1,13004123,Neighborhood Park,Kalihi Waena Neighborhood Park,2,180,Kalihi Waena Neighborhood Park,1.24000001,,{BA20BD98-49D6-4E1B-A4AB-79C76D89F47D},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,54950.818611145,1169.23681494978
92,1,35023004,Beach Park,Waialae Beach Park,1,23,Waialae Beach Park,4.38000011,,{02E303AD-5EE7-498A-B3A4-A65934FEDB84},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,182795.765861511,1717.88572766474
93,1,13006001,Community Park,Kamehameha Community Park,2,84,Kamehameha Community Park,8.60000038,,{EF3BEE65-4C1F-49A2-80E1-3C43DBD39A6F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,368591.297119141,2817.26567776873
94,1,16001031,Mini Park,Kanoa Street Mini Park,2,255,Kanoa Street Mini Park,0.38,,{E7155DF4-A9D1-42B5-B106-BB025D8A0617},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,17263.379776001,611.573352684225
95,1,22008059,Neighborhood Park,Auwaiolimu Neighborhood Park,2,57,Auwaiolimu Neighborhood Park,1.83000004,,{197F02FA-841D-4F56-A191-D87B8E17761B},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,79617.9576568604,1490.58745181718
96,1,31047003,Mini Park,Fort Ruger Mini Park,1,227,Fort Ruger Mini Park,3.24000001,,{8E242F54-2CE7-4F28-9219-B2467379C838},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,141249.215641022,1694.45014135524
97,1,13027001,Neighborhood Park,DeCorte Neighborhood Park,2,122,DeCorte Neighborhood Park,4.01999998,,{9D0D24A2-4453-44D8-AB06-6BE36A70D3BE},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,185793.501708984,2095.76729431196
98,1,55002073,Beach ROW,Kamehameha Highway,4,153,Kamehameha Highway,0.04,,{8C52DB21-2299-4F16-8677-77D5E6B1A8D0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2365.53030395508,726.409997304605
99,1,59005019,Beach Park,Waimea Bay Beach Park,4,151,Waimea Bay Beach Park,22.15999985,,{A4FB9BEA-686B-481B-AFE3-45F178ED562A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1223472.87496948,6329.749186659
100,1,27003048,Mini Park,Frank C. Judd Mini Park,1,280,Frank C. Judd Mini Park,0.37,,{4B1E24FC-412E-4FEB-85B2-9A49272FD9C1},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,15898.4195785522,543.189010472518
101,3,91103162,Neighborhood Park,Area 19,3,486,Area 19,9.18000031,,{C018D09E-D3E7-488A-9697-AD0AC5EEDA70},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,49205.9805831909,887.576900280776
102,1,91026045,Beach ROW,Kaomi Loop,3,9106,Kaomi Loop,0.475,,{F0929B9D-7B3A-4B72-93D9-D6E591337883},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,20714.4500045776,954.365068386518
