objectid,unit_name,gis_acres,mammal_uni,bird_unit,status,descriptio,game_desig,note_,note_cont,island,linkto_isl,linktoadmi,linktoad_1,linktoad_2,st_areashape,st_lengthshape
119,Unit B,1680.4875464,B,B,Hunting Area (Mammal and Bird),Kohala F.R. (Pololu Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,6800691.81992953,0
120,Unit B,7334.37401129,B,B,Hunting Area (Mammal and Bird),Portion of Kohala F.R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,29681158.5718621,0
121,Unit K,10528.9941003,K,K,Hunting Area (Mammal and Bird),Puu O Umi NAR,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,42609327.3960959,0
88,Safety Zone,4.50747704,Safety Zone,Safety Zone,Safety Zone (NO HUNTING),Sandal Wood Pit 500-foot wide Safety Zone,Safety Zone,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Molokai,http://dlnr.hawaii.gov/recreation/hunting/hunt-molokai/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,18241.1124151492,0
89,Safety Zone,4.54913736,Safety Zone,Safety Zone,Safety Zone (NO HUNTING),Waikolu Park 500-foot wide Safety Zone,Safety Zone,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Molokai,http://dlnr.hawaii.gov/recreation/hunting/hunt-molokai/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,18409.7057591381,0
90,CLOSED,236.64159913,No Hunting,No Hunting,CLOSED,Closed to Hunting below Hwy,CLOSED,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,957654.575257055,0
122,Unit B,7444.97357273,B,B,Hunting Area (Mammal and Bird),Kohala F.R. (Waimanu Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,30128739.1174044,0
91,Unit C,2202.99836691,C,C,Hunting Area (Mammal and Bird),Kahikinui F.R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,8915218.08965396,0
92,Unit F,3143.86966149,F,F,Hunting Area (Mammal and Bird),Portions of Kahakuloa G.M.A. & W. Maui F.R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,12722789.1308024,0
93,Unit A,398.76846575,A,No Hunting,Hunting Area (Mammal ONLY),Portions of West Maui F.R.,Mammal,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, ,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,1613758.72666512,0
123,Unit J,1647.40422265,No Hunting,J,Hunting Area (Bird ONLY),Kahua/Ponoholo Ranch Speical Permit Area,Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf, ,6666808.35871725,0
96,Unit A,383.41827245,A,No Hunting,Hunting Area (Mammal ONLY),Portions of West Maui F.R.,Mammal,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, ,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,1551638.69832637,0
101,Unit C,1497.93646353,C,C,Hunting Area (Mammal and Bird),Portions of Kula F.R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,6061933.79776451,0
124,Unit D,4770.51794908,D,B,Hunting Area (Mammal and Bird),Kohala Restricted Watershed,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,19305601.2004121,0
97,Unit A,7303.59107578,A,No Hunting,Hunting Area (Mammal ONLY),Portions of West Maui F.R.,Mammal,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, ,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,29556584.4515966,0
98,Unit D,2078.68988249,D,No Hunting,Hunting Area (Mammal ONLY),Makawao F.R.,Mammal,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, ,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,8412159.50113374,0
99,No Hunting,21.00496476,No Hunting,No Hunting,No Hunting,No-Hunting Area,No Hunting,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,85004.0765365331,0
100,Unit A,13124.3114958,A,No Hunting,Hunting Area (Mammal ONLY),Hana F.R.,Mammal,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, ,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,53112204.2664306,0
102,Unit C,838.23507867,C,C,Hunting Area (Mammal and Bird),Portions of Kula F.R. (Kaonoulu Ranch),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,3392217.01157941,0
125,Unit B,152.78147318,B,B,Hunting Area (Mammal and Bird),Hamakua F.R. (Hanapai Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,618284.685969658,0
103,Safety Zone,65.82154935,Safety Zone,Safety Zone,Safety Zone (NO HUNTING),Safety Zone 50 yds (46m) both sides of Waipoli Rd,Safety Zone,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,266370.359729718,0
104,Unit C,84.2945453,C,C,Hunting Area (Mammal and Bird),Portions of Kula F.R. (Kaonoulu Ranch),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,341127.922012243,0
109,Unit A,113.59681282,A,No Hunting,Hunting Area (Mammal ONLY),Portions of Kipahulu F.R.,Mammal,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, ,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,459709.99154063,0
110,Unit A,94.14587424,A,No Hunting,Hunting Area (Mammal ONLY),Portions of Kipahulu F.R.,Mammal,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, ,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,380994.835816876,0
105,Unit C,2596.11412749,C,C,Hunting Area (Mammal and Bird),Portions of Kula F.R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,10506101.1301059,0
106,Unit C,709.29587843,C,C,Hunting Area (Mammal and Bird),Kahikinui F.R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,2870418.58099001,0
111,Safety Zone,5.79967201,Safety Zone,Safety Zone,Safety Zone (NO HUNTING),Safety Zone 100 ft (30m)  from Polipoli State Park,Safety Zone,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,23470.4399202803,0
107,Unit A,2178.08415062,A,No Hunting,Hunting Area (Mammal ONLY),Portions of Kipahulu F.R.,Mammal,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, ,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,8814393.83345968,0
108,Unit E,806.16490185,E,No Hunting,Hunting Area (Mammal ONLY),Portions of Kula F.R. (Mammal: Archery ONLY),Mammal,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Maui,http://dlnr.hawaii.gov/recreation/hunting/hunt-maui/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, ,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,3262433.61055829,0
112,Unit B,286.60590571,B,B,Hunting Area (Mammal and Bird),Hamakua F.R. (Keaa Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,1159852.95023231,0
114,Unit B,1041.25370089,B,B,Hunting Area (Mammal and Bird),Hamakua F.R. (Paauilo Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,4213804.22679918,0
115,Unit B,5157.8032874,B,B,Hunting Area (Mammal and Bird),Hilo F.R. (Kaiwiki Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,20872889.3591033,0
116,Unit B,1531.73340433,B,B,Hunting Area (Mammal and Bird),S. Kona F.R. (Kaohe Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,6198705.16473238,0
126,Unit B,316.46008995,B,B,Hunting Area (Mammal and Bird),Hamakua F.R. (Ahualoa Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,1280668.54746294,0
117,Unit B,1325.60377532,B,B,Hunting Area (Mammal and Bird),Kau F.R. (Kamilo Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,5364528.15170938,0
127,Unit I,601.87416166,I,I,Hunting Area (Mammal and Bird),Hamakua F.R. (Kalopa Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,2435698.31658443,0
128,Unit B,555.93477771,B,B,Hunting Area (Mammal and Bird),Hamakua F.R. (Hoea Kaao Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,2249788.2255987,0
129,Unit B,823.26661551,B,B,Hunting Area (Mammal and Bird),Manowaialee F.R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,3331641.79034101,0
133,Unit C,3761.63412775,C,C,Hunting Area (Mammal and Bird),Upper portion of Hilo F.R. (Laupahoehoe Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,15222793.2286078,0
154,Unit I,701.09350463,I,I,Hunting Area (Mammal and Bird),Nanawale F.R. (Halepuaa Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,2837224.75190541,0
130,Unit B,4040.79927001,B,B,Hunting Area (Mammal and Bird),Manowaialee F.R. & portion of Hilo F.R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,16352534.4774767,0
136,Unit B,261.88604357,B,B,Hunting Area (Mammal and Bird),Hilo F.R. (Opea Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,1059815.21736648,0
137,Unit E,43663.5820355,E,E,Hunting Area (Mammal and Bird),Puuanahulu G.M.A (East Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,176700247.385166,0
138,Unit F,50928.229953,F,F,Hunting Area (Mammal and Bird),Puu Waa Waa F.R. & Puuanahulu G.M.A (W. Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,206099234.466771,0
