objectid,name,own,tmk,type,createdby,agency,publishdate,featureuid,createdate,modifieddate,modifiedby,deliverydate,sourceid,severity,comments,st_areashape,st_lengthshape
470,Ted Makalena Golf Course,City,93002009,golf course, , ,1899-12-30T00:00:00.000Z,{E1BE15E4-0D2A-42AF-8753-4810A3702ED8},,,,2016-09-13T00:00:00.000Z,,,,602186.841795205,0
471,Waipahu Cultural Garden Park,City,94010009,regional/cultural, , ,1899-12-30T00:00:00.000Z,{6CD25206-F9C6-4B55-B7B3-69D1932CDD9F},,,,2016-09-13T00:00:00.000Z,,,,54.9437656276277,0
472,Pohakupu Mini Park,City,42031016,mini, , ,1899-12-30T00:00:00.000Z,{DDA6DB0A-23A4-42F1-B50D-6DE8F8624749},,,,2016-09-13T00:00:00.000Z,,,,14302.842565587,0
480,Ieie Mini Park,City,99044032,mini, , ,1899-12-30T00:00:00.000Z,{EE56A5D4-7EB4-41D0-BED4-5F96366AE050},,,,2016-09-13T00:00:00.000Z,,,,466.616003525278,0
473,Honowai Neighborhood Park,City,94053119,neighborhood, , ,1899-12-30T00:00:00.000Z,{B1075286-49F8-41A3-A1F3-7D9692F2F468},,,,2016-09-13T00:00:00.000Z,,,,25559.4775954443,0
475,Bellows Field Beach Park,Federal,41015001,beach, , ,1899-12-30T00:00:00.000Z,{4BA9EEF0-2EBC-4D5A-B0D6-7D3A3DB72AF6},,,,2016-09-13T00:00:00.000Z,,,,854928.350559907,0
476,Pupuole Street Mini Park,City,94001029,mini, , ,1899-12-30T00:00:00.000Z,{05DB5326-E73D-405C-8997-74C05FC8FE72},,,,2016-09-13T00:00:00.000Z,,,,14650.3163150441,0
474,Nanakuli Beach Park,State,89001002,beach, , ,1899-12-30T00:00:00.000Z,{810D5D21-4E70-45FB-BD72-BE14E56D1FEF},,,,2016-09-13T00:00:00.000Z,,,,110181.582873037,0
477,Pupuole Street Mini Park,City,94001029,mini, , ,1899-12-30T00:00:00.000Z,{43905D63-9DF7-464E-992D-7D7095EFB668},,,,2016-09-13T00:00:00.000Z,,,,15204.6858585775,0
481,Maunawili Neighborhood Park,State,42043040,neighborhood, , ,1899-12-30T00:00:00.000Z,{01990DD7-DB82-47D9-AB79-134284C1AA7C},,,,2016-09-13T00:00:00.000Z,,,,9505.83079400848,0
482,Waipio Penninsula Sports Complex,Federal,93002001,12, , ,1899-12-30T00:00:00.000Z,{432F6E9B-8401-4758-9599-D361E8A1E7ED},,,,2016-09-13T00:00:00.000Z,,,,1021908.99406028,0
483,Aiea Bay Recreation Area,State,,recreation area, , ,1899-12-30T00:00:00.000Z,{E8B56C4B-1B53-46F1-8183-A8DF474F760A},,,,2016-09-13T00:00:00.000Z,,,,2471.97669604204,0
921,Honokowai Beach Park,State,44001046,beach, , ,1899-12-30T00:00:00.000Z,{41A07CC1-79B5-4C10-9FAB-5CF9E2450493},,,,2016-09-13T00:00:00.000Z,,,,14779.9033008801,0
484,Halawa District Park,City,99072044,district, , ,1899-12-30T00:00:00.000Z,{34E70FD1-7A01-4057-8FEA-0162C4C740D1},,,,2016-09-13T00:00:00.000Z,,,,81215.5912643218,0
485,Moanalua Valley Neighborhood Park,Other,11012035,neighborhood, , ,1899-12-30T00:00:00.000Z,{986D996B-A8BD-4F9B-8EB8-F6713765C01F},,,,2016-09-13T00:00:00.000Z,,,,11614.4244061988,0
486,Maunawili Valley Neighborhood Park,City,42007006,neighborhood, , ,1899-12-30T00:00:00.000Z,{73D81118-FCED-45E9-B8BC-A2D9D6AB65FD},,,,2016-09-13T00:00:00.000Z,,,,32545.8146437159,0
490,West Loch Golf Course,City,91017060,golf course, , ,1899-12-30T00:00:00.000Z,{3B0916C7-1644-4F67-B93E-8340C7D694E9},,,,2016-09-13T00:00:00.000Z,,,,28595.1255170734,0
487,Nanakuli Beach Park,State,89006001,beach, , ,1899-12-30T00:00:00.000Z,{7F1FF485-2457-4478-A292-9652582FBE47},,,,2016-09-13T00:00:00.000Z,,,,19346.6201911527,0
488,Keolu Hills Neighborhood Park,City,42092001,neighborhood, , ,1899-12-30T00:00:00.000Z,{E474CFE2-505F-4FB4-BBBD-FE8EA71692F0},,,,2016-09-13T00:00:00.000Z,,,,25880.1763925729,0
491,West Loch Golf Course,City,91017017,golf course, , ,1899-12-30T00:00:00.000Z,{DED5F311-AC53-4FC8-B31A-364F774810A5},,,,2016-09-13T00:00:00.000Z,,,,3930.13526497824,0
492,West Loch Shoreline Park,Other,94048006,beach, , ,1899-12-30T00:00:00.000Z,{EE76EDD6-EEDA-4DF1-9792-9D40C4B60355},,,,2016-09-13T00:00:00.000Z,,,,1596.88669037753,0
922,Hookipa Park,State,25004025,, , ,1899-12-30T00:00:00.000Z,{6656F1AE-FF0F-4D8D-A14F-3A58448C0F48},,,,2016-09-13T00:00:00.000Z,,,,29972.8190396186,0
489,West Loch Golf Course,City,91017060,golf course, , ,1899-12-30T00:00:00.000Z,{3BE9E181-768D-4F4E-B3F2-60A52828FBB9},,,,2016-09-13T00:00:00.000Z,,,,382983.475180071,0
626,Fort Street Mall,Other,21010,mall, , ,1899-12-30T00:00:00.000Z,{D64EE867-DCBB-48E8-9053-3BAB95DFAAC9},,,,2016-09-13T00:00:00.000Z,,,,3499.10116730419,0
493,West Loch Shoreline Park,City,94048074,beach, , ,1899-12-30T00:00:00.000Z,{5C90C777-7059-43A4-A179-C698055A29D3},,,,2016-09-13T00:00:00.000Z,,,,41244.6186015779,0
494,doughnut,doughnut,91019018,null, , ,1899-12-30T00:00:00.000Z,{C62819BC-2665-4CAF-ABE0-33340E8B4E05},,,,2016-09-13T00:00:00.000Z,,,,1442.87574348741,0
495,Nanakuli Beach Park,State,89006001,beach, , ,1899-12-30T00:00:00.000Z,{E34939E2-23FC-4D31-B2C6-6DA2485EA1F3},,,,2016-09-13T00:00:00.000Z,,,,7047.08281939688,0
496,Mount Olomana State Monument,State,,monument, , ,1899-12-30T00:00:00.000Z,{1F321AC2-2AB5-46E8-BAED-2EA4A55218F6},,,,2016-09-13T00:00:00.000Z,,,,847239.135499257,0
497,Makalapa Neighborhood Park,City,99003039,neighborhood, , ,1899-12-30T00:00:00.000Z,{EAB142EA-8CA6-455A-9850-FCB19198C92E},,,,2016-09-13T00:00:00.000Z,,,,24105.6609622289,0
525,Hoa Aloha Neighborhood Park,City,11059005,neighborhood, , ,1899-12-30T00:00:00.000Z,{383D4F89-9C58-4B93-B493-4A235569F793},,,,2016-09-13T00:00:00.000Z,,,,15635.839219629,0
498,West Loch Golf Course,City,91017006,golf course, , ,1899-12-30T00:00:00.000Z,{FAC87E77-CD3D-4CAF-AD59-3252A5F180D7},,,,2016-09-13T00:00:00.000Z,,,,353532.140231302,0
514,Kupehau Slopes,City,14017027,slide area/slope, , ,1899-12-30T00:00:00.000Z,{DD6E0BE2-03F5-43B0-8795-8B0FCACC0025},,,,2016-09-13T00:00:00.000Z,,,,21329.2725948317,0
499,Nanakuli Beach Park,State,89006001,beach, , ,1899-12-30T00:00:00.000Z,{43866377-9074-46E7-A5F8-80AACEA558A0},,,,2016-09-13T00:00:00.000Z,,,,10199.433821721,0
500,Nuuanu Pali State Wayside,State,,wayside, , ,1899-12-30T00:00:00.000Z,{6ABBDE22-38D4-450D-B571-18419F81EE6A},,,,2016-09-13T00:00:00.000Z,,,,13414.3393514698,0
501,West Loch Golf Course,Other,91017061,golf course, , ,1899-12-30T00:00:00.000Z,{07771F5E-F2A0-46A8-B865-5E33755AC935},,,,2016-09-13T00:00:00.000Z,,,,995.1352375018,0
502,Makakilo Heights Neighborhood Park,Other,92019058,neighborhood, , ,1899-12-30T00:00:00.000Z,{53AD3EB5-C4AA-4838-99A6-02EDB003AB11},,,,2016-09-13T00:00:00.000Z,,,,21858.943053053,0
503,Tracks Beach Park,Other,92003026,beach, , ,1899-12-30T00:00:00.000Z,{ECB44A55-89B1-4A97-AA1A-803B038FA60A},,,,2016-09-13T00:00:00.000Z,,,,82086.9232377452,0
504,Makakilo Community Park,City,92019035,community, , ,1899-12-30T00:00:00.000Z,{2BCA0EC0-B56A-4A40-8798-0009C263AA58},,,,2016-09-13T00:00:00.000Z,,,,34315.8640149146,0
505,West Loch Golf Course,City,91021029,golf course, , ,1899-12-30T00:00:00.000Z,{00880891-8678-49D4-A3DE-F1A2C70F1983},,,,2016-09-13T00:00:00.000Z,,,,6213.96804384723,0
627,Ewa Beach Road E,Other,91024,road, , ,1899-12-30T00:00:00.000Z,{D9FD90BB-3E4D-4FCE-80AA-3D0D052E3D55},,,,2016-09-13T00:00:00.000Z,,,,132.55360000208,0
506,Kalihi Valley Hillside Park,City,14022004,12, , ,1899-12-30T00:00:00.000Z,{8AB3562A-E59F-445E-B01A-E23EA1D4CC88},,,,2016-09-13T00:00:00.000Z,,,,61203.6280246932,0
507,Salt Lake District Park,State,11063014,district, , ,1899-12-30T00:00:00.000Z,{9A41FE4C-DF19-4C5B-B222-C2A45ED4474F},,,,2016-09-13T00:00:00.000Z,,,,257092.134031201,0
508,Kalihi Valley Hillside Park,City,14022017,12, , ,1899-12-30T00:00:00.000Z,{D9D58841-2B0B-42B0-99F4-0755B155305F},,,,2016-09-13T00:00:00.000Z,,,,570.823034402705,0
509,Aliamanu Neighborhood Park,City,99002027,neighborhood, , ,1899-12-30T00:00:00.000Z,{8E907B5D-4E4E-45A8-BF1F-64F3DDA37EAA},,,,2016-09-13T00:00:00.000Z,,,,17818.6106480475,0
515,Kupehau Slopes,City,14006051,slide area/slope, , ,1899-12-30T00:00:00.000Z,{FAFE6CB7-FE49-4AA5-B446-DA70177DAD5E},,,,2016-09-13T00:00:00.000Z,,,,6219.36795652623,0
628,Fort Street Mall Mini Park,City,21010025,mini, , ,1899-12-30T00:00:00.000Z,{FD718CF1-67EB-4CBA-B51D-1C040213A08F},,,,2016-09-13T00:00:00.000Z,,,,630.219828403797,0
510,Salt Lake District Park,City,11063018,district, , ,1899-12-30T00:00:00.000Z,{02B8F3B7-6026-472C-B08B-A19000D0AFA8},,,,2016-09-13T00:00:00.000Z,,,,342140.849868459,0
511,Aliamanu Neighborhood Park,Other,11023081,neighborhood, , ,1899-12-30T00:00:00.000Z,{59530BDC-5A0D-4FD0-8CD5-9C994D866AE6},,,,2016-09-13T00:00:00.000Z,,,,98.8502468298946,0
512,Aliamanu Neighborhood Park,Other,11023082,neighborhood, , ,1899-12-30T00:00:00.000Z,{B7D54785-38E3-4A0B-BDC1-ADB5075E12AC},,,,2016-09-13T00:00:00.000Z,,,,21.2113031519923,0
513,Maukalani Neighborhood Park,Other,92019023,neighborhood, , ,1899-12-30T00:00:00.000Z,{8BD9EE4A-870A-4A2B-BABB-70278ADA3FFF},,,,2016-09-13T00:00:00.000Z,,,,18191.7641169724,0
629,Chinatown Gateway Park,Other,21003025,sq/ente/tri/prom, , ,1899-12-30T00:00:00.000Z,{D7067FAD-CD44-40B1-8A51-F5853A453B76},,,,2016-09-13T00:00:00.000Z,,,,28.748865636927,0
516,Asing Community Park,City,91017066,community, , ,1899-12-30T00:00:00.000Z,{3F1EF0B1-BE3F-40B5-AA7C-E3DF4C8DA1B0},,,,2016-09-13T00:00:00.000Z,,,,95301.8628520204,0
517,Kahe Point Beach Park,City,92003015,beach, , ,1899-12-30T00:00:00.000Z,{2E2DBC56-F2A9-40B3-A1AB-A6AD7DA4AACC},,,,2016-09-13T00:00:00.000Z,,,,18710.5281612725,0
518,Ewa Villages Golf Course,City,91017075,golf course, , ,1899-12-30T00:00:00.000Z,{6503631B-90A3-47AD-A0D0-C9C758AEE6F4},,,,2016-09-13T00:00:00.000Z,,,,952844.569276883,0
519,Kahe Point Beach Park,Federal,92003014,beach, , ,1899-12-30T00:00:00.000Z,{07B5BDC3-95BD-455B-9EDB-A18F09CF3839},,,,2016-09-13T00:00:00.000Z,,,,171.829287464311,0
520,Moanalua Community Park,State,11009006,community, , ,1899-12-30T00:00:00.000Z,{F76A8868-8ADA-4940-952B-A3B9731BA392},,,,2016-09-13T00:00:00.000Z,,,,14148.1449372984,0
521,Moanalua Community Park,City,11009005,community, , ,1899-12-30T00:00:00.000Z,{508FEC4C-5EFB-409E-BF64-1B75EF6C1C20},,,,2016-09-13T00:00:00.000Z,,,,43519.4241213743,0
522,Waimanalo Bay Beach Park,City,41015015,beach, , ,1899-12-30T00:00:00.000Z,{52CB938C-B8D1-4066-BFBE-91A74B3A15B4},,,,2016-09-13T00:00:00.000Z,,,,326277.788631381,0
523,Makaiwa Beach Park,Other,91056001,beach, , ,1899-12-30T00:00:00.000Z,{29E29494-227C-4E51-BE59-0B179383EC5B},,,,2016-09-13T00:00:00.000Z,,,,49795.5128717197,0
524,Makaiwa Beach Park,Other,91057026,beach, , ,1899-12-30T00:00:00.000Z,{2C473DCE-57A2-4C3E-BB83-7DB6E2363541},,,,2016-09-13T00:00:00.000Z,,,,25979.2412299648,0
526,Likini Street Mini Park,City,11065038,mini, , ,1899-12-30T00:00:00.000Z,{35E02018-EC3A-4C91-842A-4A4A2A2FAF4E},,,,2016-09-13T00:00:00.000Z,,,,5181.60422153662,0
527,Nuuanu Nursery,State,19001001,12, , ,1899-12-30T00:00:00.000Z,{59DBDB23-064F-496F-B13C-F4ADDE52D345},,,,2016-09-13T00:00:00.000Z,,,,236365.168203149,0
528,Kalihi Uka Community Park,City,13035001,community, , ,1899-12-30T00:00:00.000Z,{57F7FAC3-5987-45D8-BF21-6611B81F74CE},,,,2016-09-13T00:00:00.000Z,,,,4876.07117870429,0
529,Waimanalo District Park,State,41009264,district, , ,1899-12-30T00:00:00.000Z,{B5288E5D-544D-4F8D-A6F9-515A2DAE5E6E},,,,2016-09-13T00:00:00.000Z,,,,102387.792250563,0
530,Kalihi Valley District Park,City,13024002,district, , ,1899-12-30T00:00:00.000Z,{A44611BA-518A-4B06-8811-A2E95ED72844},,,,2016-09-13T00:00:00.000Z,,,,43473.3124619797,0
630,Chinatown Gateway Park,City,21003015,sq/ente/tri/prom, , ,1899-12-30T00:00:00.000Z,{B5970854-CA76-4511-AC5F-9CC7DB93B9B6},,,,2016-09-13T00:00:00.000Z,,,,1565.48486946721,0
531,Makakilo Neighborhood Park,City,92009059,neighborhood, , ,1899-12-30T00:00:00.000Z,{467218DE-2A0F-4678-9A77-C2A4A63ACD38},,,,2016-09-13T00:00:00.000Z,,,,16082.7427312749,0
532,Ko Olina Lagoon & Roadway Easement,Other,91057001,road, , ,1899-12-30T00:00:00.000Z,{A4396FA7-0770-4300-BB94-A256AD3656D2},,,,2016-09-13T00:00:00.000Z,,,,7160.25486919918,0
533,DeCorte Neighborhood Park,State,13027001,neighborhood, , ,1899-12-30T00:00:00.000Z,{BAA1A764-413A-436C-9198-C84E28197435},,,,2016-09-13T00:00:00.000Z,,,,17257.1573577223,0
534,Ko Olina Lagoon & Roadway Easement,Other,91057001,road, , ,1899-12-30T00:00:00.000Z,{DEA93A23-4FF5-47BE-894F-EF044934DA2E},,,,2016-09-13T00:00:00.000Z,,,,117408.089851403,0
535,Kalihi Valley District Park,State,13024003,district, , ,1899-12-30T00:00:00.000Z,{D38BEB30-0077-4B54-9DCD-518B2A5D878B},,,,2016-09-13T00:00:00.000Z,,,,1548.87836255379,0
539,Na Pueo Mini Park,City,18029053,mini, , ,1899-12-30T00:00:00.000Z,{A619DFEC-A279-4BBA-BAED-A7FA12A2E862},,,,2016-09-13T00:00:00.000Z,,,,6952.62518231552,0
540,Ewa Mahiko Neighborhood Park,City,91017046,community, , ,1899-12-30T00:00:00.000Z,{6268EFDF-C279-4D23-8F20-AFE3B1BC1458},,,,2016-09-13T00:00:00.000Z,,,,22482.4414783726,0
631,Ewa Beach Road C,Other,91006,road, , ,1899-12-30T00:00:00.000Z,{339CB4C7-8B78-4F75-8538-2B23669B9F32},,,,2016-09-13T00:00:00.000Z,,,,122.927521844901,0
923,Waihee Beach Park,State,,beach, , ,1899-12-30T00:00:00.000Z,{0037DD48-8BCF-4184-9C1E-4A6BC4C26156},,,,2016-09-13T00:00:00.000Z,,,,12113.5028659463,0
924,park,private,32012002,, , ,1899-12-30T00:00:00.000Z,{8F99CFAE-03C9-459C-A616-E73D1819B8BA},,,,2016-09-13T00:00:00.000Z,,,,7629.06865945677,0
536,Waimanalo Beach Park,State,41006088,beach, , ,1899-12-30T00:00:00.000Z,{E84ED119-33B7-46B5-9579-2C10B73663BB},,,,2016-09-13T00:00:00.000Z,,,,29105.9385583215,0
537,Fern Community Park,State,13001059,community, , ,1899-12-30T00:00:00.000Z,{05711773-B44D-4DA3-9DB2-0A23731C2FE0},,,,2016-09-13T00:00:00.000Z,,,,8675.47343408732,0
538,Kamokila Community Park,Other,91015018,community, , ,1899-12-30T00:00:00.000Z,{C239820A-3CCB-46EF-9C10-D63A8D530A09},,,,2016-09-13T00:00:00.000Z,,,,24165.390650214,0
925,Valley Isle Memorial Park,State,,, , ,1899-12-30T00:00:00.000Z,{A0BB9BB0-B794-43A8-A229-4E675138F01C},,,,2016-09-13T00:00:00.000Z,,,,69430.0405756839,0
541,doughnut,doughnut,1270,null, , ,1899-12-30T00:00:00.000Z,{4096FD83-C3D8-49C2-903F-A30CCBC3EC02},,,,2016-09-13T00:00:00.000Z,,,,84539.33705946,0
544,Kapolei Regional Park,Other,91016001,regional/cultural, , ,1899-12-30T00:00:00.000Z,{35FE877A-A117-4900-8CC7-1F8CC14D4376},,,,2016-09-13T00:00:00.000Z,,,,5245.91915637946,0
932,Kahului Harbor Park,State,37001021,, , ,1899-12-30T00:00:00.000Z,{2BD0B495-1867-497F-8F5E-FB253B570731},,,,2016-09-13T00:00:00.000Z,,,,94631.1673892245,0
542,Ewa Mahiko District Park,City,91017068,district, , ,1899-12-30T00:00:00.000Z,{30A9574C-DD7A-45B6-9C3F-975EE2CC469B},,,,2016-09-13T00:00:00.000Z,,,,109445.116339803,0
543,Iroquois Point Neighborhood Park,Other,91010021,neighborhood, , ,1899-12-30T00:00:00.000Z,{17CB1F9C-1E46-40CA-A9AB-415D0C5043C8},,,,2016-09-13T00:00:00.000Z,,,,48483.3401492815,0
548,Kapolei Regional Park,City,91016002,regional/cultural, , ,1899-12-30T00:00:00.000Z,{FCA37F3C-C96D-4312-A142-27DA52D46C26},,,,2016-09-13T00:00:00.000Z,,,,65459.1481035725,0
632,Queen Emma Square,State,21018004,sq/ente/tri/prom, , ,1899-12-30T00:00:00.000Z,{CC581AB7-0074-42D0-86C4-A0B20A4A8052},,,,2016-09-13T00:00:00.000Z,,,,2327.06712920542,0
545,Kapolei Regional Park,City,91016024,regional/cultural, , ,1899-12-30T00:00:00.000Z,{D80ED082-C744-42B9-842A-D1618A382195},,,,2016-09-13T00:00:00.000Z,,,,167164.481701052,0
546,Nuuanu Valley Park,State,22034028,sq/ente/tri/prom, , ,1899-12-30T00:00:00.000Z,{5FD514EC-4929-4034-AFB9-F02642468A3C},,,,2016-09-13T00:00:00.000Z,,,,24342.309333522,0
547,Kapolei Regional Park,City,91016021,regional/cultural, , ,1899-12-30T00:00:00.000Z,{0316148B-EB48-4E5B-AFAF-7BD38C507277},,,,2016-09-13T00:00:00.000Z,,,,47791.4656637594,0
633,Ewa Beach Road A,Other,91006,road, , ,1899-12-30T00:00:00.000Z,{5E2DA5C9-4F3D-48EE-9324-81CB1E0CEBA8},,,,2016-09-13T00:00:00.000Z,,,,128.9648935935,0
549,Kamehameha Community Park,City,13006001,community, , ,1899-12-30T00:00:00.000Z,{E7640DDF-C1F9-4CB2-9D32-A7D183DE64A7},,,,2016-09-13T00:00:00.000Z,,,,33560.0666324367,0
550,Kamehameha Community Park,Other,13007070,community, , ,1899-12-30T00:00:00.000Z,{8DB561F4-AB09-4FBA-911D-811906F1227B},,,,2016-09-13T00:00:00.000Z,,,,676.02486552152,0
551,doughnut,doughnut,91016022,null, , ,1899-12-30T00:00:00.000Z,{0F747A00-03A9-412D-8991-C17E9E879993},,,,2016-09-13T00:00:00.000Z,,,,1081.64134128586,0
552,Kaiona Beach Park,State,41003016,beach, , ,1899-12-30T00:00:00.000Z,{588CAF60-C5B2-496A-A536-6AD974CA0D96},,,,2016-09-13T00:00:00.000Z,,,,104721.804425432,0
553,Kalihi Waena Neighborhood Park,State,13004123,neighborhood, , ,1899-12-30T00:00:00.000Z,{B3B5F53D-2F22-4B71-AF4F-2C87D62E636E},,,,2016-09-13T00:00:00.000Z,,,,3711.55414031753,0
554,Puunui Community Park,City,18014001,community, , ,1899-12-30T00:00:00.000Z,{0E28E566-30DB-475F-B11B-12DB052D5B2E},,,,2016-09-13T00:00:00.000Z,,,,6563.78685397249,0
555,Kalihi Waena Neighborhood Park,City,13004124,neighborhood, , ,1899-12-30T00:00:00.000Z,{B808F2D2-EF96-4253-BBCC-FD79EBB65F6C},,,,2016-09-13T00:00:00.000Z,,,,1388.15724055911,0
556,Keehi Lagoon Park,State,11003006,beach, , ,1899-12-30T00:00:00.000Z,{98C905FD-87CF-422B-850D-0E30A6D4104A},,,,2016-09-13T00:00:00.000Z,,,,292258.177496891,0
557,Geiger Community Park,City,91061035,community, , ,1899-12-30T00:00:00.000Z,{C87A82B9-C027-40B1-AB01-9374F9F930D2},,,,2016-09-13T00:00:00.000Z,,,,39923.9740280486,0
558,Kapolei Community Park,State,91016056,community, , ,1899-12-30T00:00:00.000Z,{F2C1CC1F-EDEB-4D45-B6D7-6001364760B7},,,,2016-09-13T00:00:00.000Z,,,,48530.8215993518,0
559,Waimanalo Beach Park,City,41003020,beach, , ,1899-12-30T00:00:00.000Z,{5A1A4B37-0D6A-40EC-8913-B1B6D88C542A},,,,2016-09-13T00:00:00.000Z,,,,248.896250307447,0
560,Waimanalo Beach Park,City,41003019,beach, , ,1899-12-30T00:00:00.000Z,{56CF4E60-E2FC-4D5A-9E30-E5D68C9C2E7C},,,,2016-09-13T00:00:00.000Z,,,,260.269944073141,0
561,Mokauea Street Mini Park,City,12001051,mini, , ,1899-12-30T00:00:00.000Z,{1BA60828-81B6-44AF-9B35-8304BD9F4C2C},,,,2016-09-13T00:00:00.000Z,,,,592.851184390228,0
562,Mokauea Street Mini Park,City,12001050,mini, , ,1899-12-30T00:00:00.000Z,{72AA8BFE-C8C3-4F4D-8AA2-4411F2FCFC15},,,,2016-09-13T00:00:00.000Z,,,,703.074503082189,0
563,Peter Buck Mini Park,City,16023001,mini, , ,1899-12-30T00:00:00.000Z,{8B76DCF7-D11F-47CE-B649-A45BE6572F7E},,,,2016-09-13T00:00:00.000Z,,,,1531.35624061333,0
564,Loi Kalo Mini Park,City,16005030,mini, , ,1899-12-30T00:00:00.000Z,{49A3AB6F-41B0-4B4D-B139-C91A36A24410},,,,2016-09-13T00:00:00.000Z,,,,1085.13377501535,0
565,Waimanalo Beach Park,State,41003016,beach, , ,1899-12-30T00:00:00.000Z,{F0F0C3E6-CCB8-4C66-9699-2D40EE5E8C8E},,,,2016-09-13T00:00:00.000Z,,,,15334.6410486317,0
643,Kalaeloa Regional Park (Barbers Poin,Federal,91013001,regional/cultural, , ,1899-12-30T00:00:00.000Z,{E8C3ED2C-A8A7-470C-946D-7CA30ABC9FE6},,,,2016-09-13T00:00:00.000Z,,,,176021.2049334,0
566,Loi Kalo Mini Park,City,16005031,mini, , ,1899-12-30T00:00:00.000Z,{429093B7-65AB-4404-9C25-0CF0CE36487E},,,,2016-09-13T00:00:00.000Z,,,,7620.84242824243,0
567,Peter Buck Mini Park,City,16023066,mini, , ,1899-12-30T00:00:00.000Z,{3C2D7E5E-1C34-44BA-AF13-4C534E639434},,,,2016-09-13T00:00:00.000Z,,,,3547.22400626039,0
568,Alewa Neighborhood Park,State,18020013,neighborhood, , ,1899-12-30T00:00:00.000Z,{BC395C48-E17C-48DB-8788-AB2F370E9A2B},,,,2016-09-13T00:00:00.000Z,,,,8068.22154117992,0
569,Kapolei Neighborhood Park,Other,91016085,neighborhood, , ,1899-12-30T00:00:00.000Z,{FEEF8E5E-AA04-4E79-8B08-3DBB566E8B84},,,,2016-09-13T00:00:00.000Z,,,,13584.6488873502,0
570,Loi Kalo Mini Park,City,16005006,mini, , ,1899-12-30T00:00:00.000Z,{BE6CC084-C8D7-4D0F-9298-9A0EA492202C},,,,2016-09-13T00:00:00.000Z,,,,715.397709368909,0
571,Kapolei Neighborhood Park,Other,91016086,neighborhood, , ,1899-12-30T00:00:00.000Z,{6D39E9B4-0787-4F51-B8D7-45324B399118},,,,2016-09-13T00:00:00.000Z,,,,12138.1395546247,0
572,Kalakaua District Park,City,15025002,district, , ,1899-12-30T00:00:00.000Z,{B1574FDB-3919-4BB8-8A1B-D596741DD68F},,,,2016-09-13T00:00:00.000Z,,,,31446.4298824755,0
573,Waimanalo Beach Park,State,41003016,beach, , ,1899-12-30T00:00:00.000Z,{71B80301-3751-4665-900C-D1194B5B15E7},,,,2016-09-13T00:00:00.000Z,,,,17416.4459053553,0
574,Lanakila District Park,State,17042002,district, , ,1899-12-30T00:00:00.000Z,{B8B8F4EE-897B-4C15-84F2-C067183E07BE},,,,2016-09-13T00:00:00.000Z,,,,22399.7002846654,0
575,Ko Olina Beach Park,Other,91057017,beach, , ,1899-12-30T00:00:00.000Z,{894A01E0-6106-4621-A3C7-8AEF2E89A945},,,,2016-09-13T00:00:00.000Z,,,,38253.3608907166,0
576,Kunawai Neighborhood Park,State,17037041,neighborhood, , ,1899-12-30T00:00:00.000Z,{4DE4BB26-D36E-4565-BE70-13EEC27998C6},,,,2016-09-13T00:00:00.000Z,,,,2995.10325636375,0
577,Kunawai Springs,State,17036010,sq/ente/tri/prom, , ,1899-12-30T00:00:00.000Z,{6C649594-DAB4-4252-A046-DDAD8BBE3865},,,,2016-09-13T00:00:00.000Z,,,,2389.55786574532,0
578,Royal Mausoleum,State,22021012,, , ,1899-12-30T00:00:00.000Z,{4E6F2218-7930-4616-A931-B0FC5FE06D53},,,,2016-09-13T00:00:00.000Z,,,,13512.0973725275,0
579,Auld Lane Mini Park,City,16002132,mini, , ,1899-12-30T00:00:00.000Z,{A2F8D086-5311-4182-B6C5-7DD263BA31C3},,,,2016-09-13T00:00:00.000Z,,,,809.835256228375,0
580,Ewa District Park,Other,91012005,district, , ,1899-12-30T00:00:00.000Z,{9CD4A1F9-09EE-430B-B63B-13EB652C0114},,,,2016-09-13T00:00:00.000Z,,,,78743.6092301733,0
581,Kaupo Beach Park,State,41014006,beach, , ,1899-12-30T00:00:00.000Z,{6A8460B8-DDE2-46EB-BB40-35DB3D7970F5},,,,2016-09-13T00:00:00.000Z,,,,22519.8442780269,0
582,Kanoa Street Mini Park,City,16001031,mini, , ,1899-12-30T00:00:00.000Z,{6FFCE4C2-EB94-418C-A8D9-C4C86A237EE5},,,,2016-09-13T00:00:00.000Z,,,,1599.06377180236,0
583,Palama Triangle Mini Park,City,16008001,mini, , ,1899-12-30T00:00:00.000Z,{89FE7EE9-5BB1-459D-B431-3E236BA5BD9A},,,,2016-09-13T00:00:00.000Z,,,,222.527899995097,0
584,Palama Triangle Mini Park,Other,17045001,mini, , ,1899-12-30T00:00:00.000Z,{90349272-BF9C-4252-BE01-81FB4865BA7D},,,,2016-09-13T00:00:00.000Z,,,,571.585590640484,0
585,Laulani Community Park,Other,91069005,community, , ,1899-12-30T00:00:00.000Z,{CDAC8BAE-C71E-42F6-AEA3-C6BBE72B3EA1},,,,2016-09-13T00:00:00.000Z,,,,59119.8437593161,0
661,Pupu Place,City,91030017,road, , ,1899-12-30T00:00:00.000Z,{18206BCE-4779-4400-B3CB-22E929C54144},,,,2016-09-13T00:00:00.000Z,,,,46.2442250037566,0
586,Puuloa Neighborhood Park,Other,91004124,neighborhood, , ,1899-12-30T00:00:00.000Z,{5BBCAEAA-D079-4B60-B46A-544FB02F85F9},,,,2016-09-13T00:00:00.000Z,,,,17361.3995022038,0
