objectid,ahupuaa,moku,mokupuni,other,gisacres,createdby,agency,publishdat,createdate,modifiedda,modifiedby,deliveryda,sourceid,severity,comments,st_areashape,st_lengthshape
377,Kawaihae 2,Kohala,Hawaiʻi, ,10551.07, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,42699972.2861046,0
378,Puʻukapu,Kohala,Hawaiʻi, ,25167.40, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,101849258.579552,0
379,Kawaihae 1,Kohala,Hawaiʻi, ,13008.30, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,52644349.2382815,0
380,Waikā,Kohala,Hawaiʻi, ,2711.689, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,10974186.2426059,0
286,Umauma,Hilo,Hawaiʻi, ,2176.101, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8806365.91162842,0
294,Haʻikū,Hilo,Hawaiʻi, ,212.4448, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,859733.86778591,0
295,"Puaʻakuloa, Kapena",Hilo,Hawaiʻi, ,1723.761, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6975815.93142973,0
296,Manoloa,Hilo,Hawaiʻi, ,370.8578, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1500809.07331976,0
297,Kaiaʻakea,Hilo,Hawaiʻi, ,159.9278, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,647205.448169013,0
298,Honomainoa,Hilo,Hawaiʻi, ,103.4112, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,418490.838020044,0
299,"Kulanakiʻi, Kahīnano",Hilo,Hawaiʻi, ,1819.145, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7361825.81595324,0
301,Mauluanui,Hilo,Hawaiʻi, ,9457.984, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,38274912.9224813,0
302,"Laupāhoehoe, Welokā",Hilo,Hawaiʻi, ,19491.50, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,78878886.6885179,0
381,Maulili,Kohala,Hawaiʻi, ,203.7575, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,824607.589382784,0
382,"Hālawa, Napapaʻa",Kohala,Hawaiʻi, ,1707.973, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6912172.49289111,0
303,Waipunalei,Hilo,Hawaiʻi, ,2376.118, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9615725.39211812,0
304,"Kahoahuna, Paʻana",Hilo,Hawaiʻi, ,1348.026, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5455217.24101394,0
305,Humuʻula,Hilo,Hawaiʻi, ,113116.5, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,457767442.404211,0
307,Kahue,Puna,Hawaiʻi, ,4630.624, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,18739197.8278885,0
306,ʻOʻōkala,Hilo,Hawaiʻi, ,1129.009, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4568884.44500154,0
308,Kealakomo,Puna,Hawaiʻi, ,4680.827, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,18942347.6791127,0
311,ʻĀpua,Puna,Hawaiʻi, ,10491.37, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,42456495.2349759,0
309,"Laeʻapuki, Pānaui-iki",Puna,Hawaiʻi, ,3588.672, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,14522596.7619073,0
310,Hulunanai,Puna,Hawaiʻi, ,443.2634, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1793790.43002604,0
312,"Poupou 1-2, Pūlama",Puna,Hawaiʻi, ,3035.786, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12285169.2203055,0
313,Pānauinui,Puna,Hawaiʻi, ,14458.37, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,58510054.3462463,0
319,Iliʻililoa,Puna,Hawaiʻi, ,76.03546, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,307699.275581635,0
314,Kamoamoa,Puna,Hawaiʻi, ,10523.65, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,42586984.4972167,0
321,Opihikao,Puna,Hawaiʻi, ,1164.504, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4712499.51853302,0
315,"Kalapana, Kupahua",Puna,Hawaiʻi, ,6576.077, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,26611945.3643685,0
316,"Kīkala 1-2, Kēōkea",Puna,Hawaiʻi, ,3109.745, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12584465.4081691,0
322,"Kukuihala, Kamāʻili",Puna,Hawaiʻi, ,2776.104, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,11234290.0153807,0
317,"Keauohana, Kehena",Puna,Hawaiʻi, ,2729.841, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,11047076.7035799,0
318,Kaimū,Puna,Hawaiʻi, ,4880.745, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,19751310.0507332,0
320,Kahaualeʻa,Puna,Hawaiʻi, ,27290.55, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,110439102.819242,0
323,Kaueleau,Puna,Hawaiʻi, ,2288.320, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9260339.2146119,0
324,Kauaea,Puna,Hawaiʻi, ,1651.142, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6681815.55431306,0
326,Malama 1,Puna,Hawaiʻi, ,1889.991, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7648388.61578008,0
327,Pohoiki,Puna,Hawaiʻi, ,666.2827, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2696303.41153322,0
328,"Ahalanui, Laepaoʻo",Puna,Hawaiʻi, ,1339.134, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5419190.72737327,0
329,Keahialaka,Puna,Hawaiʻi, ,5677.498, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,22975593.186597,0
330,Pūʻālaʻa,Puna,Hawaiʻi, ,1020.787, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4130908.18721109,0
331,"Waiakahiula, Kaʻohe",Puna,Hawaiʻi, ,32271.29, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,130594799.274431,0
336,Kahuwai,Puna,Hawaiʻi, ,3084.730, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12483364.0287948,0
332,Kapoho,Puna,Hawaiʻi, ,4204.456, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,17014550.809779,0
333,Kula,Puna,Hawaiʻi, ,3327.792, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13466955.39579,0
334,Puua,Puna,Hawaiʻi, ,4874.022, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,19724260.676712,0
337,Waʻawaʻa,Puna,Hawaiʻi, ,849.7397, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3438747.48357935,0
338,Nānāwale,Puna,Hawaiʻi, ,1280.153, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5180556.62785267,0
339,Honolulu,Puna,Hawaiʻi, ,368.0327, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1489364.40704633,0
340,"Waiakahiula, Kaʻohe",Puna,Hawaiʻi, ,1431.678, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5793755.35996491,0
341,Keonepokonui,Puna,Hawaiʻi, ,3102.437, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12554995.4793775,0
342,Keonepokoiki,Puna,Hawaiʻi, ,4660.524, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,18860310.0044562,0
345,Malanahae,Hāmākua,Hawaiʻi, ,759.3892, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3073101.76374762,0
343,"Makuʻu, Pōpōkī, Hālo",Puna,Hawaiʻi, ,8428.347, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,34107965.6333133,0
344,Waikahekaheiki,Puna,Hawaiʻi, ,3847.394, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15569626.0990909,0
347,Kawela,Hāmākua,Hawaiʻi, ,1318.701, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5336522.96998906,0
348,Honokaia,Hāmākua,Hawaiʻi, ,4847.716, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,19617801.4772833,0
351,Kapulena,Hāmākua,Hawaiʻi, ,1790.590, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7246194.9351116,0
352,Waiʻaleʻale 1-2,Hāmākua,Hawaiʻi, ,569.0199, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2302719.32707729,0
397,Honomakaʻu,Kohala,Hawaiʻi, ,361.7731, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1464088.65960447,0
353,Waikoloa,Hāmākua,Hawaiʻi, ,1413.963, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5722060.75254012,0
354,Kukuihaele,Hāmākua,Hawaiʻi, ,679.0189, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2747878.15542955,0
355,Kanahonua,Hāmākua,Hawaiʻi, ,430.2540, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1741165.43482998,0
359,Waikoekoe,Hāmākua,Hawaiʻi, ,5289.518, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,21405833.6680941,0
360,Keaʻā,Hāmākua,Hawaiʻi, ,865.0824, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3500838.79598648,0
361,Waipiʻo,Hāmākua,Hawaiʻi, ,12063.52, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,48819347.5024207,0
362,Waimanu,Hāmākua,Hawaiʻi, ,3175.388, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12850367.7430345,0
363,Laupāhoehoe 1,Hāmākua,Hawaiʻi, ,2940.523, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,11899927.4985369,0
364,"Nakoʻoka, Laupāhoeho",Hāmākua,Hawaiʻi, ,2826.123, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,11436969.753808,0
365,ʻĀpua,Hāmākua,Hawaiʻi, ,1925.097, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7790644.8369427,0
366,Waikapu,Hāmākua,Hawaiʻi, ,2230.102, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9024971.67423766,0
367,Honopue,Hāmākua,Hawaiʻi, ,2399.873, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9712029.74092959,0
368,ʻAnaehoʻomalu,Kohala,Hawaiʻi, ,863.2496, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3493518.08318858,0
369,"Lālāmilo, Keanuʻiʻomanō",Kohala,Hawaiʻi, ,12847.19, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,51991667.4264531,0
370,"Waimea, Waikoloa",Kohala,Hawaiʻi, ,103178.9, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,417554875.339374,0
371,"Keoniki, Kauniho, Wa",Kohala,Hawaiʻi, ,1785.332, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7225054.57899799,0
372,Lanikepu,Kohala,Hawaiʻi, ,585.4262, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2369161.26796406,0
373,ʻŌuli,Kohala,Hawaiʻi, ,3852.816, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15592199.508347,0
374,Momoualoa,Kohala,Hawaiʻi, ,743.5304, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3008996.9498013,0
375,Pauahi,Kohala,Hawaiʻi, ,844.0203, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3415672.24157974,0
383,Puakea,Kohala,Hawaiʻi, ,579.7479, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2346242.07366944,0
384,Halelua,Kohala,Hawaiʻi, ,749.4756, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3033130.91764631,0
385,Halaʻula,Kohala,Hawaiʻi, ,606.5486, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2454704.68365652,0
386,ʻIole,Kohala,Hawaiʻi, ,952.9262, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3856496.39802962,0
387,Honoipu,Kohala,Hawaiʻi, ,524.7253, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2123565.51538874,0
388,"Apuakohau, Kukuiwaluhia",Kohala,Hawaiʻi, ,1176.332, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4760620.57619133,0
389,ʻĀinakea,Kohala,Hawaiʻi, ,538.4790, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2179226.8202723,0
392,Ohanaula,Kohala,Hawaiʻi, ,625.2114, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2530233.04091197,0
390,Kapaʻau,Kohala,Hawaiʻi, ,1207.067, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4885007.04229212,0
391,Honopueo,Kohala,Hawaiʻi, ,814.7416, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3297262.61687058,0
393,ʻUpolu,Kohala,Hawaiʻi, ,617.1911, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2497771.46447208,0
394,Kokoiki,Kohala,Hawaiʻi, ,413.3724, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1672914.11612286,0
395,"Puehuehu, Laʻaumama",Kohala,Hawaiʻi, ,748.4509, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3028972.97944255,0
398,Pāhoa,Kohala,Hawaiʻi, ,764.6929, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3094703.37581936,0
399,Hāwī,Kohala,Hawaiʻi, ,317.7349, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1285866.62349334,0
400,Puʻuepa,Kohala,Hawaiʻi, ,918.1682, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3715794.84696432,0
401,Kaʻauhuhu,Kohala,Hawaiʻi, ,1612.263, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6524825.61084168,0
402,"Opihipau, Hukiaʻa",Kohala,Hawaiʻi, ,893.4803, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3615881.85609625,0
403,Kealahewa,Kohala,Hawaiʻi, ,738.1744, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2987365.19470015,0
404,"Kāhei, Hualua",Kohala,Hawaiʻi, ,1596.698, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6461781.75190197,0
405,Okoe 1-2,Kona,Hawaiʻi, ,1392.742, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5636161.53069817,0
406,Kaulanamauna,Kona,Hawaiʻi, ,3067.459, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12413403.6859955,0
407,Kapuʻa,Kona,Hawaiʻi, ,15553.10, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,62940378.6171704,0
408,"Anapuka, Hoʻopūloa",Kona,Hawaiʻi, ,13105.80, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,53036496.4927417,0
409,Pāpā 2,Kona,Hawaiʻi, ,3447.999, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13953319.3587535,0
535,Hoʻokena,Kona,Hawaiʻi, ,4340.894, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,17566990.6759805,0
410,Pāpā 1,Kona,Hawaiʻi, ,1730.908, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7004619.93099281,0
411,ʻAlikā,Kona,Hawaiʻi, ,4895.154, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,19809644.3085897,0
416,Kukuiopaʻe 1-2,Kona,Hawaiʻi, ,3585.254, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,14508963.3610195,0
412,Kīpahoehoe,Kona,Hawaiʻi, ,5713.197, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,23120153.1189324,0
413,Kaʻapuna,Kona,Hawaiʻi, ,2341.391, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9475223.55455542,0
414,"ʻŌlelomoana 1-4, Opihihali",Kona,Hawaiʻi, ,6452.744, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,26113215.3582794,0
415,Kolo,Kona,Hawaiʻi, ,926.3847, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3748929.45932745,0
417,Waikākuʻu,Kona,Hawaiʻi, ,247.3252, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1000885.96310177,0
418,Kaʻohe 5,Kona,Hawaiʻi, ,146.5861, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,593211.146000454,0
420,ʻŌlaʻa,Puna,Hawaiʻi, ,60464.23, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,244688217.233319,0
421,Waikahekahenui,Puna,Hawaiʻi, ,4164.240, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,16851974.6100669,0
422,Keaʻau,Puna,Hawaiʻi, ,65459.05, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,264901435.982543,0
426,Kawela,Kaʻū,Hawaiʻi, ,3061.804, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12390619.888723,0
430,Waiomao,Kaʻū,Hawaiʻi, ,1250.566, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5060837.19339327,0
427,Pākiniiki,Kaʻū,Hawaiʻi, ,2360.455, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9552400.92173676,0
428,"Pākininui, Puʻulena",Kaʻū,Hawaiʻi, ,9647.810, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,39043215.7235103,0
429,"Kahilipaliiki, Kah",Kaʻū,Hawaiʻi, ,1528.678, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6186312.79876973,0
431,Kāwala,Kaʻū,Hawaiʻi, ,1996.043, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8077675.66069933,0
433,Honuʻapo,Kaʻū,Hawaiʻi, ,2171.140, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8786291.08073347,0
434,"Kaunāmano, Napauku",Kaʻū,Hawaiʻi, ,4589.622, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,18573508.841784,0
432,Kahilipalinui,Kaʻū,Hawaiʻi, ,2506.825, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,10144726.3576889,0
435,Kīʻolokū,Kaʻū,Hawaiʻi, ,874.5358, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3539118.27492334,0
436,Mohokeanui,Kaʻū,Hawaiʻi, ,142.0088, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,574681.660923544,0
440,Hīleanui,Kaʻū,Hawaiʻi, ,4309.683, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,17440735.6396511,0
441,Waiʻōhinu,Kaʻū,Hawaiʻi, ,15311.01, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,61961488.0073689,0
442,Punaluʻu,Kaʻū,Hawaiʻi, ,5544.160, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,22436500.310806,0
437,"Kiolakaʻa, Puʻumakaʻā",Kaʻū,Hawaiʻi, ,13029.13, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,52726887.5691593,0
438,Hīleaiki,Kaʻū,Hawaiʻi, ,2083.998, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8433667.88959217,0
439,Manukā,Kaʻū,Hawaiʻi, ,23630.51, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,95628203.2893381,0
458,Kaiwiki,Hāmākua,Hawaiʻi, ,2139.829, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8659496.0822244,0
443,Hionamoa,Kaʻū,Hawaiʻi, ,1810.303, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7325958.46667273,0
444,"Kaʻalāiki, Hiʻonaʻā",Kaʻū,Hawaiʻi, ,16233.35, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,65694199.4446543,0
445,"Pāʻauʻau 1, Palima",Kaʻū,Hawaiʻi, ,1490.085, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6030091.79902757,0
446,Mohokea,Kaʻū,Hawaiʻi, ,2291.947, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9275246.67662094,0
447,"Halelua, Wailoa, Kumu",Kaʻū,Hawaiʻi, ,7337.798, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,29694653.7213574,0
448,Keaīwa,Kaʻū,Hawaiʻi, ,1767.479, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7152643.61555493,0
449,Pāʻauʻau 2,Kaʻū,Hawaiʻi, ,3399.326, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13756626.143222,0
450,"Kaʻalaʻala, Kanaio",Kaʻū,Hawaiʻi, ,15649.49, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,63330520.0126112,0
451,"Wailau, Nīnole, Kaʻa",Kaʻū,Hawaiʻi, ,36604.27, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,148133333.678296,0
452,Kahuku,Kaʻū,Hawaiʻi, ,219565.1, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,888555493.914181,0
453,Kapāpala,Kaʻū,Hawaiʻi, ,185353.3, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,750094728.922866,0
536,Keālia 2,Kona,Hawaiʻi, ,1864.790, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7546548.51625482,0
454,Keauhou,Kaʻū,Hawaiʻi, ,63798.42, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,258181007.306378,0
455,Kaʻohe Mauka,Hāmākua,Hawaiʻi, ,223474.6, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,904380198.418298,0
456,Pāʻauhau-mauka,Hāmākua,Hawaiʻi, ,41239.14, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,166889514.717249,0
522,"Makanikahio 1-2, Auau",Kohala,Hawaiʻi, ,350.4882, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1418393.47022766,0
457,Manowaialeʻe,Hāmākua,Hawaiʻi, ,1528.510, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6185608.42420464,0
